datum gepubliceerd,dossier nr,dossier toevoeging,kamerstuk volgnummer,url
2008-09-23,31700,XIV,3,https://zoek.officielebekendmakingen.nl/kst-31700-XIV-3,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-09-24,31500,,3,https://zoek.officielebekendmakingen.nl/kst-31500-3,Vaste commissie voor Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer
2008-09-24,29248,,61,https://zoek.officielebekendmakingen.nl/kst-29248-61,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-09-24,31700,V,5,https://zoek.officielebekendmakingen.nl/kst-31700-V-5,vaste commissie voor Buitenlandse Zaken
2008-09-24,31371,,8,https://zoek.officielebekendmakingen.nl/kst-31371-8,Vaste commissie voor Financiën
2008-09-25,31700,VI,3,https://zoek.officielebekendmakingen.nl/kst-31700-VI-3,vaste commissie voor Justitie
2008-09-29,26991,,223,https://zoek.officielebekendmakingen.nl/kst-26991-223,vaste commissie voor Economische Zaken, Landbouw en Innovatie
2008-09-29,30184,,26,https://zoek.officielebekendmakingen.nl/kst-30184-26,vaste commissie voor Binnenlandse Zaken en Koninkrijksrelaties
2008-09-29,21501,04,105,https://zoek.officielebekendmakingen.nl/kst-21501-04-105,vaste commissie voor Buitenlandse Zaken
2008-09-29,22112,,707,https://zoek.officielebekendmakingen.nl/kst-22112-707,vaste commissie voor Economische Zaken
2008-09-29,29815,,167,https://zoek.officielebekendmakingen.nl/kst-29815-167,algemene commissie voor Jeugd en Gezin
2008-09-29,29362,,142,https://zoek.officielebekendmakingen.nl/kst-29362-142,vaste commissie voor Binnenlandse Zaken en Koninkrijksrelaties
2008-09-29,21501,04,106,https://zoek.officielebekendmakingen.nl/kst-21501-04-106,vaste commissie voor Buitenlandse Zaken
2008-09-30,31553,,3,https://zoek.officielebekendmakingen.nl/kst-31553-3,vaste commissie voor Verkeer en Waterstaat
2008-09-30,29237,,78,https://zoek.officielebekendmakingen.nl/kst-29237-78,vaste commissie voor Buitenlandse Zaken
2008-09-30,30545,,62,https://zoek.officielebekendmakingen.nl/kst-30545-62,Vaste commissie voor Sociale Zaken en Werkgelegenheid
2008-09-30,27529,,41,https://zoek.officielebekendmakingen.nl/kst-27529-41,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-09-30,29453,,81,https://zoek.officielebekendmakingen.nl/kst-29453-81,vaste commissie voor Binnenlandse Zaken
2008-09-30,28286,,233,https://zoek.officielebekendmakingen.nl/kst-28286-233,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-10-01,31250,,34,https://zoek.officielebekendmakingen.nl/kst-31250-34,vaste commissie voor Buitenlandse Zaken
2008-10-08,31415,,3,https://zoek.officielebekendmakingen.nl/kst-31415-3,vaste commissie voor Justitie
2008-10-08,31700,XIV,8,https://zoek.officielebekendmakingen.nl/kst-31700-XIV-8,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-10-08,26419,,35,https://zoek.officielebekendmakingen.nl/kst-26419-35,Vaste commissie voor Economische Zaken
2008-10-08,28760,,19,https://zoek.officielebekendmakingen.nl/kst-28760-19,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-10-08,27664,,60,https://zoek.officielebekendmakingen.nl/kst-27664-60,vaste commissie voor Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer
2008-10-08,27428,,116,https://zoek.officielebekendmakingen.nl/kst-27428-116,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-10-13,30196,,40,https://zoek.officielebekendmakingen.nl/kst-30196-40,vaste commissie voor Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer
2008-10-13,31700,XVI,14,https://zoek.officielebekendmakingen.nl/kst-31700-XVI-14,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-10-13,21501,30,194,https://zoek.officielebekendmakingen.nl/kst-21501-30-194,vaste commissie voor Economische Zaken
2008-10-13,28325,,89,https://zoek.officielebekendmakingen.nl/kst-28325-89,algemene commissie voor Wonen, Wijken en Integratie
2008-10-13,27428,,117,https://zoek.officielebekendmakingen.nl/kst-27428-117,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-10-13,23490,,523,https://zoek.officielebekendmakingen.nl/kst-23490-523,vaste commissie voor Justitie
2008-10-13,31135,,14,https://zoek.officielebekendmakingen.nl/kst-31135-14,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-10-13,31110,,7,https://zoek.officielebekendmakingen.nl/kst-31110-7,Vaste commissie voor Justitie
2008-10-13,27859,,16,https://zoek.officielebekendmakingen.nl/kst-27859-16,Vaste commissie voor Binnenlandse Zaken en Koninkrijksrelaties
2008-10-16,21501,28,47,https://zoek.officielebekendmakingen.nl/kst-21501-28-47,vaste commissie voor Defensie
2008-10-16,31700,XVIII,5,https://zoek.officielebekendmakingen.nl/kst-31700-XVIII-5,vaste commissie voor Binnenlandse Zaken
2008-10-16,21501,31,158,https://zoek.officielebekendmakingen.nl/kst-21501-31-158,vaste commissie voor Sociale Zaken en Werkgelegenheid
2008-10-16,31700,X,13,https://zoek.officielebekendmakingen.nl/kst-31700-X-13,vaste commissie voor Defensie
2008-10-21,27428,,118,https://zoek.officielebekendmakingen.nl/kst-27428-118,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-10-21,22112,,716,https://zoek.officielebekendmakingen.nl/kst-22112-716,vaste commissie voor Justitie
2008-10-21,30413,,114,https://zoek.officielebekendmakingen.nl/kst-30413-114,Vaste commissie voor Sociale Zaken en Werkgelegenheid
2008-10-28,31083,,27,https://zoek.officielebekendmakingen.nl/kst-31083-27,Vaste commissie voor Sociale Zaken en Werkgelegenheid
2008-10-28,31143,,30,https://zoek.officielebekendmakingen.nl/kst-31143-30,vaste commissie voor Binnenlandse Zaken
2008-10-28,31700,VIII,29,https://zoek.officielebekendmakingen.nl/kst-31700-VIII-29,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-10-28,29984,,153,https://zoek.officielebekendmakingen.nl/kst-29984-153,vaste commissie voor Verkeer en Waterstaat
2008-10-28,29398,,123,https://zoek.officielebekendmakingen.nl/kst-29398-123,vaste commissie voor Verkeer en Waterstaat
2008-10-28,21501,32,299,https://zoek.officielebekendmakingen.nl/kst-21501-32-299,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-10-28,26695,,59,https://zoek.officielebekendmakingen.nl/kst-26695-59,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-10-29,28385,,119,https://zoek.officielebekendmakingen.nl/kst-28385-119,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-10-29,19637,,1233,https://zoek.officielebekendmakingen.nl/kst-19637-1233,vaste commissie voor Justitie
2008-10-29,21501,33,193,https://zoek.officielebekendmakingen.nl/kst-21501-33-193,vaste commissie voor Verkeer en Waterstaat
2008-10-29,19637,,1234,https://zoek.officielebekendmakingen.nl/kst-19637-1234,vaste commissie voor Justitie
2008-10-29,25763,,20,https://zoek.officielebekendmakingen.nl/kst-25763-20,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-11-03,30146,,23,https://zoek.officielebekendmakingen.nl/kst-30146-23,Vaste commissie voor Binnenlandse Zaken en Koninkrijksrelaties
2008-11-03,29323,,53,https://zoek.officielebekendmakingen.nl/kst-29323-53,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-11-03,31700,VI,19,https://zoek.officielebekendmakingen.nl/kst-31700-VI-19,vaste commissie voor Justitie
2008-11-03,27476,,13,https://zoek.officielebekendmakingen.nl/kst-27476-13,vaste commissie voor Buitenlandse Zaken
2008-11-03,31700,VI,18,https://zoek.officielebekendmakingen.nl/kst-31700-VI-18,vaste commissie voor Justitie
2008-11-03,29659,,33,https://zoek.officielebekendmakingen.nl/kst-29659-33,Vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-11-04,29826,,36,https://zoek.officielebekendmakingen.nl/kst-29826-36,Vaste commissie voor Economische Zaken
2008-11-04,25928,,32,https://zoek.officielebekendmakingen.nl/kst-25928-32,Vaste commissie voor Defensie
2008-11-04,21501,33,195,https://zoek.officielebekendmakingen.nl/kst-21501-33-195,vaste commissie voor Economische Zaken
2008-11-04,30015,,28,https://zoek.officielebekendmakingen.nl/kst-30015-28,Vaste commissie voor Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer
2008-11-04,29984,,157,https://zoek.officielebekendmakingen.nl/kst-29984-157,Vaste commissie voor Verkeer en Waterstaat
2008-11-04,28140,,51,https://zoek.officielebekendmakingen.nl/kst-28140-51,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-11-04,22894,,193,https://zoek.officielebekendmakingen.nl/kst-22894-193,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-11-04,30079,,14,https://zoek.officielebekendmakingen.nl/kst-30079-14,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-11-04,30010,,11,https://zoek.officielebekendmakingen.nl/kst-30010-11,vaste commissie voor Buitenlandse Zaken
2008-11-05,31700,XII,6,https://zoek.officielebekendmakingen.nl/kst-31700-XII-6,vaste commissie voor Verkeer en Waterstaat
2008-11-05,27565,,79,https://zoek.officielebekendmakingen.nl/kst-27565-79,algemene commissie voor Jeugd en Gezin
2008-11-05,21501,02,854,https://zoek.officielebekendmakingen.nl/kst-21501-02-854,vaste commissie voor Buitenlandse Zaken
2008-11-05,28676,,69,https://zoek.officielebekendmakingen.nl/kst-28676-69,vaste commissie voor Defensie
2008-11-05,31700,IV,25,https://zoek.officielebekendmakingen.nl/kst-31700-IV-25,vaste commissie voor Nederlands-Antilliaanse en Arubaanse Zaken
2008-11-05,31700,VI,67,https://zoek.officielebekendmakingen.nl/kst-31700-VI-67,vaste commissie voor Justitie
2008-11-05,31700,X,20,https://zoek.officielebekendmakingen.nl/kst-31700-X-20,vaste commissie voor Defensie
2008-11-07,26234,,88,https://zoek.officielebekendmakingen.nl/kst-26234-88,Vaste commissie voor Financiën
2008-11-07,24724,,82,https://zoek.officielebekendmakingen.nl/kst-24724-82,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-11-07,28684,,183,https://zoek.officielebekendmakingen.nl/kst-28684-183,vaste commissie voor Binnenlandse Zaken en Koninkrijksrelaties
2008-11-14,31700,A,14,https://zoek.officielebekendmakingen.nl/kst-31700-A-14,vaste commissie voor Verkeer en Waterstaat
2008-11-14,31371,,47,https://zoek.officielebekendmakingen.nl/kst-31371-47,vaste commissie voor Financiën
2008-11-14,19637,,1237,https://zoek.officielebekendmakingen.nl/kst-19637-1237,Vaste commissie voor Justitie
2008-11-14,29675,,60,https://zoek.officielebekendmakingen.nl/kst-29675-60,Vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-11-14,28625,,63,https://zoek.officielebekendmakingen.nl/kst-28625-63,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-11-17,29521,,88,https://zoek.officielebekendmakingen.nl/kst-29521-88,vaste commissie voor Buitenlandse Zaken
2008-11-17,31700,XII,10,https://zoek.officielebekendmakingen.nl/kst-31700-XII-10,vaste commissie voor Verkeer en Waterstaat
2008-11-17,31202,,30,https://zoek.officielebekendmakingen.nl/kst-31202-30,vaste commissie voor Buitenlandse Zaken
2008-11-17,19637,,1238,https://zoek.officielebekendmakingen.nl/kst-19637-1238,vaste commissie voor Justitie
2008-11-18,31700,XIII,47,https://zoek.officielebekendmakingen.nl/kst-31700-XIII-47,vaste commissie voor Economische Zaken
2008-11-18,23235,,85,https://zoek.officielebekendmakingen.nl/kst-23235-85,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-11-18,21501,08,291,https://zoek.officielebekendmakingen.nl/kst-21501-08-291,vaste commissie voor Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer
2008-11-18,31322,,41,https://zoek.officielebekendmakingen.nl/kst-31322-41,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-11-18,27834,,52,https://zoek.officielebekendmakingen.nl/kst-27834-52,vaste commissie voor Justitie
2008-11-18,31700,VI,80,https://zoek.officielebekendmakingen.nl/kst-31700-VI-80,vaste commissie voor Justitie
2008-11-18,19637,,1239,https://zoek.officielebekendmakingen.nl/kst-19637-1239,vaste commissie voor Justitie
2008-11-18,31250,,39,https://zoek.officielebekendmakingen.nl/kst-31250-39,vaste commissie voor Buitenlandse Zaken
2008-11-19,31535,,3,https://zoek.officielebekendmakingen.nl/kst-31535-3,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-11-24,30388,,33,https://zoek.officielebekendmakingen.nl/kst-30388-33,vaste commissie voor Justitie
2008-11-24,29911,,18,https://zoek.officielebekendmakingen.nl/kst-29911-18,vaste commissie voor Justitie
2008-11-24,29675,,62,https://zoek.officielebekendmakingen.nl/kst-29675-62,Vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-11-24,29815,,177,https://zoek.officielebekendmakingen.nl/kst-29815-177,algemene commissie voor Jeugd en Gezin
2008-12-01,29237,,83,https://zoek.officielebekendmakingen.nl/kst-29237-83,vaste commissie voor Buitenlandse Zaken
2008-12-01,21501,02,861,https://zoek.officielebekendmakingen.nl/kst-21501-02-861,vaste commissie voor Buitenlandse Zaken
2008-12-01,27529,,51,https://zoek.officielebekendmakingen.nl/kst-27529-51,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-01,31568,,5,https://zoek.officielebekendmakingen.nl/kst-31568-5,vaste commissie voor Nederlands-Antilliaanse en Arubaanse Zaken
2008-12-01,27562,,20,https://zoek.officielebekendmakingen.nl/kst-27562-20,Algemene commissie voor Wonen, Wijken en Integratie
2008-12-01,30573,,14,https://zoek.officielebekendmakingen.nl/kst-30573-14,Vaste commissie voor Justitie
2008-12-01,28165,,93,https://zoek.officielebekendmakingen.nl/kst-28165-93,vaste commissie voor Financiën
2008-12-01,31700,VIII,64,https://zoek.officielebekendmakingen.nl/kst-31700-VIII-64,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-12-01,21501,32,311,https://zoek.officielebekendmakingen.nl/kst-21501-32-311,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-12-01,29248,,73,https://zoek.officielebekendmakingen.nl/kst-29248-73,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-01,28140,,64,https://zoek.officielebekendmakingen.nl/kst-28140-64,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-01,23490,,534,https://zoek.officielebekendmakingen.nl/kst-23490-534,vaste commissie voor Justitie
2008-12-01,25847,,71,https://zoek.officielebekendmakingen.nl/kst-25847-71,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-01,21501,07,631,https://zoek.officielebekendmakingen.nl/kst-21501-07-631,vaste commissie voor Financiën
2008-12-01,31700,X,58,https://zoek.officielebekendmakingen.nl/kst-31700-X-58,vaste commissie voor Defensie
2008-12-04,31325,,27,https://zoek.officielebekendmakingen.nl/kst-31325-27,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-12-04,29544,,181,https://zoek.officielebekendmakingen.nl/kst-29544-181,vaste commissie voor Sociale Zaken en Werkgelegenheid
2008-12-05,30950,,13,https://zoek.officielebekendmakingen.nl/kst-30950-13,algemene commissie voor Wonen, Wijken en Integratie
2008-12-05,30490,,10,https://zoek.officielebekendmakingen.nl/kst-30490-10,vaste commissie voor Verkeer en Waterstaat
2008-12-05,31476,,6,https://zoek.officielebekendmakingen.nl/kst-31476-6,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-05,30597,,41,https://zoek.officielebekendmakingen.nl/kst-30597-41,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-05,29515,,275,https://zoek.officielebekendmakingen.nl/kst-29515-275,vaste commissie voor Financiën
2008-12-05,24691,,98,https://zoek.officielebekendmakingen.nl/kst-24691-98,vaste commissie voor Verkeer en Waterstaat
2008-12-08,29453,,94,https://zoek.officielebekendmakingen.nl/kst-29453-94,algemene commissie voor Wonen, Wijken en Integratie
2008-12-08,22831,,60,https://zoek.officielebekendmakingen.nl/kst-22831-60,vaste commissie voor Buitenlandse Zaken
2008-12-08,31305,,99,https://zoek.officielebekendmakingen.nl/kst-31305-99,Vaste commissie voor Verkeer en Waterstaat
2008-12-08,29507,,74,https://zoek.officielebekendmakingen.nl/kst-29507-74,vaste commissie voor Financiën
2008-12-08,31371,,60,https://zoek.officielebekendmakingen.nl/kst-31371-60,vaste commissie voor Financiën
2008-12-09,30597,,42,https://zoek.officielebekendmakingen.nl/kst-30597-42,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-09,30821,,7,https://zoek.officielebekendmakingen.nl/kst-30821-7,Vaste commissie voor Binnenlandse Zaken en Koninkrijksrelaties
2008-12-09,23645,,272,https://zoek.officielebekendmakingen.nl/kst-23645-272,vaste commissie voor Verkeer en Waterstaat
2008-12-09,17050,,365,https://zoek.officielebekendmakingen.nl/kst-17050-365,vaste commissie voor Justitie
2008-12-09,30573,,15,https://zoek.officielebekendmakingen.nl/kst-30573-15,Vaste commissie voor Justitie
2008-12-09,27295,,110,https://zoek.officielebekendmakingen.nl/kst-27295-110,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-09,31001,,57,https://zoek.officielebekendmakingen.nl/kst-31001-57,algemene commissie voor Jeugd en Gezin
2008-12-10,21501,34,109,https://zoek.officielebekendmakingen.nl/kst-21501-34-109,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-12-10,20454,,95,https://zoek.officielebekendmakingen.nl/kst-20454-95,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-10,29665,,114,https://zoek.officielebekendmakingen.nl/kst-29665-114,vaste commissie voor Verkeer en Waterstaat
2008-12-10,21501,27,7,https://zoek.officielebekendmakingen.nl/kst-21501-27-7,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-11,29893,,77,https://zoek.officielebekendmakingen.nl/kst-29893-77,vaste commissie voor Verkeer en Waterstaat
2008-12-11,31371,,75,https://zoek.officielebekendmakingen.nl/kst-31371-75,vaste commissie voor Financiën
2008-12-11,31205,,72,https://zoek.officielebekendmakingen.nl/kst-31205-72,vaste commissie voor Financiën
2008-12-11,31311,,24,https://zoek.officielebekendmakingen.nl/kst-31311-24,vaste commissie voor Economische Zaken
2008-12-11,29754,,139,https://zoek.officielebekendmakingen.nl/kst-29754-139,Vaste commissie voor Justitie
2008-12-11,31700,IV,27,https://zoek.officielebekendmakingen.nl/kst-31700-IV-27,vaste commissie voor Nederlands-Antilliaanse en Arubaanse Zaken
2008-12-11,27923,,71,https://zoek.officielebekendmakingen.nl/kst-27923-71,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-12-11,29362,,146,https://zoek.officielebekendmakingen.nl/kst-29362-146,Vaste commissie voor Binnenlandse Zaken en Koninkrijksrelaties
2008-12-11,21501,32,314,https://zoek.officielebekendmakingen.nl/kst-21501-32-314,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-12-15,28719,,63,https://zoek.officielebekendmakingen.nl/kst-28719-63,vaste commissie voor Sociale Zaken en Werkgelegenheid
2008-12-15,28753,,16,https://zoek.officielebekendmakingen.nl/kst-28753-16,Vaste commissie voor Financiën
2008-12-15,28325,,96,https://zoek.officielebekendmakingen.nl/kst-28325-96,vaste commissie voor Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer
2008-12-15,29389,,14,https://zoek.officielebekendmakingen.nl/kst-29389-14,vaste commissie voor Sociale Zaken en Werkgelegenheid
2008-12-15,24515,,144,https://zoek.officielebekendmakingen.nl/kst-24515-144,vaste commissie voor Sociale Zaken en Werkgelegenheid
2008-12-15,30669,,18,https://zoek.officielebekendmakingen.nl/kst-30669-18,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
2008-12-15,31700,X,67,https://zoek.officielebekendmakingen.nl/kst-31700-X-67,vaste commissie voor Defensie
2008-12-15,30995,,62,https://zoek.officielebekendmakingen.nl/kst-30995-62,Algemene commissie voor Wonen, Wijken en Integratie
2008-12-15,31482,,19,https://zoek.officielebekendmakingen.nl/kst-31482-19,vaste commissie voor Buitenlandse Zaken
2008-12-15,30072,,16,https://zoek.officielebekendmakingen.nl/kst-30072-16,vaste commissie voor Justitie
2008-12-16,31700,VIII,117,https://zoek.officielebekendmakingen.nl/kst-31700-VIII-117,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-12-16,27295,,112,https://zoek.officielebekendmakingen.nl/kst-27295-112,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-16,26631,,288,https://zoek.officielebekendmakingen.nl/kst-26631-288,vaste commissie voor Volksgezondheid, Welzijn en Sport
2008-12-16,26642,,110,https://zoek.officielebekendmakingen.nl/kst-26642-110,vaste commissie voor Sociale Zaken en Werkgelegenheid
2008-12-16,31086,,20,https://zoek.officielebekendmakingen.nl/kst-31086-20,vaste commissie voor Financiën
2008-12-18,29668,,27,https://zoek.officielebekendmakingen.nl/kst-29668-27,vaste commissie voor Binnenlandse Zaken en Koninkrijksrelaties
2008-12-18,31001,,58,https://zoek.officielebekendmakingen.nl/kst-31001-58,algemene commissie voor Jeugd en Gezin
2008-12-22,28479,,41,https://zoek.officielebekendmakingen.nl/kst-28479-41,vaste commissie voor Binnenlandse Zaken en Koninkrijksrelaties
2008-12-22,28638,,39,https://zoek.officielebekendmakingen.nl/kst-28638-39,vaste commissie voor Justitie
2008-12-22,28345,,73,https://zoek.officielebekendmakingen.nl/kst-28345-73,vaste commissie voor Justitie
2008-12-22,27923,,72,https://zoek.officielebekendmakingen.nl/kst-27923-72,Vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-12-23,31293,,24,https://zoek.officielebekendmakingen.nl/kst-31293-24,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2008-12-23,21501,08,295,https://zoek.officielebekendmakingen.nl/kst-21501-08-295,vaste commissie voor Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer
2008-12-23,31793,,2,https://zoek.officielebekendmakingen.nl/kst-31793-2,vaste commissie voor Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer
2008-12-23,24587,,317,https://zoek.officielebekendmakingen.nl/kst-24587-317,vaste commissie voor Justitie
2008-12-23,31536,,9,https://zoek.officielebekendmakingen.nl/kst-31536-9,vaste commissie voor Landbouw, Natuur en Voedselkwaliteit
