datum gepubliceerd,dossier nr,dossier toevoeging,kamerstuk volgnummer,url,commissie
2019-02-28,33576,,144,https://zoek.officielebekendmakingen.nl/kst-33576-144,"vaste commissie voor Landbouw, Natuur en Voedselkwaliteit"
2019-02-28,31765,,368,https://zoek.officielebekendmakingen.nl/kst-31765-368,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-02-28,28676,,316,https://zoek.officielebekendmakingen.nl/kst-28676-316,"vaste commissie voor Defensie"
2019-02-28,29477,,557,https://zoek.officielebekendmakingen.nl/kst-29477-557,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-03-06,22112,,2776,https://zoek.officielebekendmakingen.nl/kst-22112-2776,"vaste commissie voor Europese Zaken"
2019-03-06,32800,,56,https://zoek.officielebekendmakingen.nl/kst-32800-56,"vaste commissie voor Financiën"
2019-03-06,30196,,619,https://zoek.officielebekendmakingen.nl/kst-30196-619,"vaste commissie voor Economische Zaken en Klimaat"
2019-03-06,29544,,890,https://zoek.officielebekendmakingen.nl/kst-29544-890,"vaste commissie voor Sociale Zaken en Werkgelegenheid"
2019-03-06,31765,,369,https://zoek.officielebekendmakingen.nl/kst-31765-369,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-03-06,33552,,52,https://zoek.officielebekendmakingen.nl/kst-33552-52,"vaste commissie voor Justitie en Veiligheid"
2019-03-08,21501,02,1971,https://zoek.officielebekendmakingen.nl/kst-21501-02-1971,"vaste commissie voor Europese Zaken"
2019-03-08,35000,V,61,https://zoek.officielebekendmakingen.nl/kst-35000-V-61,"vaste commissie voor Buitenlandse Zaken"
2019-03-08,35000,IV,48,https://zoek.officielebekendmakingen.nl/kst-35000-IV-48,"vaste commissie voor Koninkrijksrelaties"
2019-03-08,31865,,129,https://zoek.officielebekendmakingen.nl/kst-31865-129,"vaste commissie voor Financiën"
2019-03-08,31568,,211,https://zoek.officielebekendmakingen.nl/kst-31568-211,"vaste commissie voor Justitie en Veiligheid"
2019-03-08,21501,02,1972,https://zoek.officielebekendmakingen.nl/kst-21501-02-1972,"vaste commissie voor Buitenlandse Zaken"
2019-03-12,21501,02,1973,https://zoek.officielebekendmakingen.nl/kst-21501-02-1973,"algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking"
2019-03-12,32824,,259,https://zoek.officielebekendmakingen.nl/kst-32824-259,"vaste commissie voor Sociale Zaken en Werkgelegenheid"
2019-03-12,30950,,162,https://zoek.officielebekendmakingen.nl/kst-30950-162,"vaste commissie voor Binnenlandse Zaken"
2019-03-12,24515,,483,https://zoek.officielebekendmakingen.nl/kst-24515-483,"vaste commissie voor Sociale Zaken en Werkgelegenheid"
2019-03-12,23987,,324,https://zoek.officielebekendmakingen.nl/kst-23987-324,"vaste commissie voor Infrastructuur en Waterstaat"
2019-03-13,35000,XVII,63,https://zoek.officielebekendmakingen.nl/kst-35000-XVII-63,"algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking"
2019-03-13,21501,08,760,https://zoek.officielebekendmakingen.nl/kst-21501-08-760,"vaste commissie voor Infrastructuur en Waterstaat"
2019-03-13,31015,,165,https://zoek.officielebekendmakingen.nl/kst-31015-165,"vaste commissie voor Justitie en Veiligheid"
2019-03-14,31765,,398,https://zoek.officielebekendmakingen.nl/kst-31765-398,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-03-14,34952,,58,https://zoek.officielebekendmakingen.nl/kst-34952-58,"algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking"
2019-03-14,28325,,194,https://zoek.officielebekendmakingen.nl/kst-28325-194,"vaste commissie voor Binnenlandse Zaken"
2019-03-14,31288,,714,https://zoek.officielebekendmakingen.nl/kst-31288-714,"vaste commissie voor Onderwijs, Cultuur en Wetenschap"
2019-03-14,26448,,617,https://zoek.officielebekendmakingen.nl/kst-26448-617,"vaste commissie voor Sociale Zaken en Werkgelegenheid"
2019-03-21,22112,,2786,https://zoek.officielebekendmakingen.nl/kst-22112-2786,"vaste commissie voor Binnenlandse Zaken"
2019-03-21,30196,,636,https://zoek.officielebekendmakingen.nl/kst-30196-636,"vaste commissie voor Economische Zaken en Klimaat"
2019-03-21,26643,,598,https://zoek.officielebekendmakingen.nl/kst-26643-598,"vaste commissie voor Binnenlandse Zaken"
2019-03-21,31497,,296,https://zoek.officielebekendmakingen.nl/kst-31497-296,"vaste commissie voor Onderwijs, Cultuur en Wetenschap"
2019-03-22,32317,,547,https://zoek.officielebekendmakingen.nl/kst-32317-547,"vaste commissie voor Justitie en Veiligheid"
2019-03-28,32317,,548,https://zoek.officielebekendmakingen.nl/kst-32317-548,"vaste commissie voor Justitie en Veiligheid"
2019-03-28,31305,,287,https://zoek.officielebekendmakingen.nl/kst-31305-287,"vaste commissie voor Infrastructuur en Waterstaat"
2019-03-28,31293,,449,https://zoek.officielebekendmakingen.nl/kst-31293-449,"vaste commissie voor Onderwijs, Cultuur en Wetenschap"
2019-03-28,28844,,177,https://zoek.officielebekendmakingen.nl/kst-28844-177,"vaste commissie voor Justitie en Veiligheid"
2019-03-28,21501,02,1982,https://zoek.officielebekendmakingen.nl/kst-21501-02-1982,"vaste commissie voor Europese Zaken"
2019-03-29,32847,,514,https://zoek.officielebekendmakingen.nl/kst-32847-514,"vaste commissie voor Binnenlandse Zaken"
2019-03-29,29383,,318,https://zoek.officielebekendmakingen.nl/kst-29383-318,"vaste commissie voor Infrastructuur en Waterstaat"
2019-03-29,34293,,53,https://zoek.officielebekendmakingen.nl/kst-34293-53,"vaste commissie voor Binnenlandse Zaken"
2019-03-29,21501,07,1592,https://zoek.officielebekendmakingen.nl/kst-21501-07-1592,"vaste commissie voor Financiën"
2019-03-29,34952,,61,https://zoek.officielebekendmakingen.nl/kst-34952-61,"algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking"
2019-04-04,35000,X,111,https://zoek.officielebekendmakingen.nl/kst-35000-X-111,"vaste commissie voor Defensie"
2019-04-04,21501,02,1986,https://zoek.officielebekendmakingen.nl/kst-21501-02-1986,"vaste commissie voor Buitenlandse Zaken"
2019-04-04,21501,32,1166,https://zoek.officielebekendmakingen.nl/kst-21501-32-1166,"vaste commissie voor Landbouw, Natuur en Voedselkwaliteit"
2019-04-04,29398,,678,https://zoek.officielebekendmakingen.nl/kst-29398-678,"vaste commissie voor Infrastructuur en Waterstaat"
2019-04-04,32752,,55,https://zoek.officielebekendmakingen.nl/kst-32752-55,"vaste commissie voor Binnenlandse Zaken"
2019-04-05,29754,,498,https://zoek.officielebekendmakingen.nl/kst-29754-498,"vaste commissie voor Justitie en Veiligheid"
2019-04-05,21501,02,1989,https://zoek.officielebekendmakingen.nl/kst-21501-02-1989,"vaste commissie voor Europese Zaken"
2019-04-05,21501,02,1990,https://zoek.officielebekendmakingen.nl/kst-21501-02-1990,"vaste commissie voor Europese Zaken"
2019-04-05,29911,,236,https://zoek.officielebekendmakingen.nl/kst-29911-236,"vaste commissie voor Justitie en Veiligheid"
2019-04-16,33529,,607,https://zoek.officielebekendmakingen.nl/kst-33529-607,"vaste commissie voor Economische Zaken en Klimaat"
2019-04-16,23645,,690,https://zoek.officielebekendmakingen.nl/kst-23645-690,"vaste commissie voor Infrastructuur en Waterstaat"
2019-04-17,35000,VIII,182,https://zoek.officielebekendmakingen.nl/kst-35000-VIII-182,"vaste commissie voor Onderwijs, Cultuur en Wetenschap"
2019-04-23,29544,,911,https://zoek.officielebekendmakingen.nl/kst-29544-911,"vaste commissie voor Sociale Zaken en Werkgelegenheid"
2019-04-23,29924,,182,https://zoek.officielebekendmakingen.nl/kst-29924-182,"vaste commissie voor Binnenlandse Zaken"
2019-04-23,29240,,106,https://zoek.officielebekendmakingen.nl/kst-29240-106,"vaste commissie voor Onderwijs, Cultuur en Wetenschap"
2019-04-24,25087,,236,https://zoek.officielebekendmakingen.nl/kst-25087-236,"vaste commissie voor Financiën"
2019-04-24,27924,,74,https://zoek.officielebekendmakingen.nl/kst-27924-74,"vaste commissie voor Landbouw, Natuur en Voedselkwaliteit"
2019-05-02,21501,02,2003,https://zoek.officielebekendmakingen.nl/kst-21501-02-2003,"vaste commissie voor Buitenlandse Zaken"
2019-05-02,26643,,607,https://zoek.officielebekendmakingen.nl/kst-26643-607,"vaste commissie voor Economische Zaken en Klimaat"
2019-05-02,28676,,319,https://zoek.officielebekendmakingen.nl/kst-28676-319,"vaste commissie voor Buitenlandse Zaken"
2019-05-08,21501,07,1598,https://zoek.officielebekendmakingen.nl/kst-21501-07-1598,"vaste commissie voor Financiën"
2019-05-08,29247,,283,https://zoek.officielebekendmakingen.nl/kst-29247-283,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-05-08,25657,,318,https://zoek.officielebekendmakingen.nl/kst-25657-318,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-05-08,29665,,359,https://zoek.officielebekendmakingen.nl/kst-29665-359,"vaste commissie voor Infrastructuur en Waterstaat"
2019-05-08,21501,31,525,https://zoek.officielebekendmakingen.nl/kst-21501-31-525,"vaste commissie voor Sociale Zaken en Werkgelegenheid"
2019-05-08,21501,02,2005,https://zoek.officielebekendmakingen.nl/kst-21501-02-2005,"vaste commissie voor Europese Zaken"
2019-05-14,21501,04,223,https://zoek.officielebekendmakingen.nl/kst-21501-04-223,"algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking"
2019-05-15,31936,,611,https://zoek.officielebekendmakingen.nl/kst-31936-611,"vaste commissie voor Infrastructuur en Waterstaat"
2019-05-15,26234,,225,https://zoek.officielebekendmakingen.nl/kst-26234-225,"algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking"
2019-05-15,29984,,848,https://zoek.officielebekendmakingen.nl/kst-29984-848,"vaste commissie voor Infrastructuur en Waterstaat"
2019-05-15,29279,,516,https://zoek.officielebekendmakingen.nl/kst-29279-516,"vaste commissie voor Justitie en Veiligheid"
2019-05-16,29689,,988,https://zoek.officielebekendmakingen.nl/kst-29689-988,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-05-17,32336,,104,https://zoek.officielebekendmakingen.nl/kst-32336-104,"vaste commissie voor Landbouw, Natuur en Voedselkwaliteit"
2019-05-17,33997,,139,https://zoek.officielebekendmakingen.nl/kst-33997-139,"vaste commissie voor Justitie en Veiligheid"
2019-05-17,21501,32,1173,https://zoek.officielebekendmakingen.nl/kst-21501-32-1173,"vaste commissie voor Landbouw, Natuur en Voedselkwaliteit"
2019-05-17,32852,,92,https://zoek.officielebekendmakingen.nl/kst-32852-92,"vaste commissie voor Infrastructuur en Waterstaat"
2019-05-17,29398,,702,https://zoek.officielebekendmakingen.nl/kst-29398-702,"vaste commissie voor Infrastructuur en Waterstaat"
2019-05-21,34293,,75,https://zoek.officielebekendmakingen.nl/kst-34293-75,"vaste commissie voor Binnenlandse Zaken"
2019-05-21,31839,,655,https://zoek.officielebekendmakingen.nl/kst-31839-655,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-05-21,29279,,517,https://zoek.officielebekendmakingen.nl/kst-29279-517,"vaste commissie voor Justitie en Veiligheid"
2019-05-22,31521,,113,https://zoek.officielebekendmakingen.nl/kst-31521-113,"vaste commissie voor Infrastructuur en Waterstaat"
2019-05-22,29628,,876,https://zoek.officielebekendmakingen.nl/kst-29628-876,"vaste commissie voor Justitie en Veiligheid"
2019-05-22,32279,,160,https://zoek.officielebekendmakingen.nl/kst-32279-160,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-05-22,32793,,388,https://zoek.officielebekendmakingen.nl/kst-32793-388,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-05-29,31409,,236,https://zoek.officielebekendmakingen.nl/kst-31409-236,"vaste commissie voor Infrastructuur en Waterstaat"
2019-05-29,31936,,629,https://zoek.officielebekendmakingen.nl/kst-31936-629,"vaste commissie voor Infrastructuur en Waterstaat"
2019-05-29,33835,,122,https://zoek.officielebekendmakingen.nl/kst-33835-122,"vaste commissie voor Landbouw, Natuur en Voedselkwaliteit"
2019-06-04,32627,,31,,"vaste commissie voor Landbouw, Natuur en Voedselkwaliteit"
2019-06-04,28844,,181,https://zoek.officielebekendmakingen.nl/kst-28844-181,"vaste commissie voor Justitie en Veiligheid"
2019-06-05,34682,,26,https://zoek.officielebekendmakingen.nl/kst-34682-26,"vaste commissie voor Binnenlandse Zaken"
2019-06-05,32637,,375,https://zoek.officielebekendmakingen.nl/kst-32637-375,"vaste commissie voor Economische Zaken en Klimaat"
2019-06-05,28345,,222,https://zoek.officielebekendmakingen.nl/kst-28345-222,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-06-05,31524,,420,https://zoek.officielebekendmakingen.nl/kst-31524-420,"vaste commissie voor Onderwijs, Cultuur en Wetenschap"
2019-06-07,26419,,80,https://zoek.officielebekendmakingen.nl/kst-26419-80,"vaste commissie voor Economische Zaken en Klimaat"
2019-06-07,27830,,285,https://zoek.officielebekendmakingen.nl/kst-27830-285,"vaste commissie voor Defensie"
2019-06-07,31016,,228,https://zoek.officielebekendmakingen.nl/kst-31016-228,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-06-07,25424,,470,https://zoek.officielebekendmakingen.nl/kst-25424-470,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-06-07,33258,,41,https://zoek.officielebekendmakingen.nl/kst-33258-41,"vaste commissie voor Binnenlandse Zaken"
2019-06-07,31936,,635,https://zoek.officielebekendmakingen.nl/kst-31936-635,"vaste commissie voor Infrastructuur en Waterstaat"
2019-06-07,33529,,640,https://zoek.officielebekendmakingen.nl/kst-33529-640,"vaste commissie voor Economische Zaken en Klimaat"
2019-06-11,27428,,357,https://zoek.officielebekendmakingen.nl/kst-27428-357,"vaste commissie voor Landbouw, Natuur en Voedselkwaliteit"
2019-06-11,34477,,65,https://zoek.officielebekendmakingen.nl/kst-34477-65,"vaste commissie voor Binnenlandse Zaken"
2019-06-13,21501,07,1610,https://zoek.officielebekendmakingen.nl/kst-21501-07-1610,"vaste commissie voor Financiën"
2019-06-19,29338,,202,https://zoek.officielebekendmakingen.nl/kst-29338-202,"vaste commissie voor Onderwijs, Cultuur en Wetenschap"
2019-06-25,21501,02,2026,https://zoek.officielebekendmakingen.nl/kst-21501-02-2026,"vaste commissie voor Europese Zaken"
2019-06-25,31288,,745,https://zoek.officielebekendmakingen.nl/kst-31288-745,"vaste commissie voor Onderwijs, Cultuur en Wetenschap"
2019-06-26,28625,,273,,"vaste commissie voor Landbouw, Natuur en Voedselkwaliteit"
2019-06-26,32623,,269,,"vaste commissie voor Buitenlandse Zaken"
2019-06-28,31839,,688,,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-07-02,32813,,344,,"vaste commissie voor Economische Zaken en Klimaat"
2019-07-02,32827,,155,,"vaste commissie voor Onderwijs, Cultuur en Wetenschap"
2019-07-02,26643,,619,,"vaste commissie voor Binnenlandse Zaken"
2019-07-02,28684,,568,,"vaste commissie voor Binnenlandse Zaken"
2019-07-02,21501,02,2028,,"algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking"
2019-07-03,29282,,367,,"vaste commissie voor Volksgezondheid, Welzijn en Sport"
2019-07-03,25087,,244,,"vaste commissie voor Financiën"
2019-07-03,29385,,101,,"vaste commissie voor Infrastructuur en Waterstaat"
2019-07-03,33529,,667,,"vaste commissie voor Economische Zaken en Klimaat"
2019-07-03,21501,33,770,,"vaste commissie voor Infrastructuur en Waterstaat"
2019-07-03,35000,XII,86,,"vaste commissie voor Infrastructuur en Waterstaat"
2019-07-03,34952,,68,,"algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking"
2019-07-03,27925,,653,,"vaste commissie voor Buitenlandse Zaken"
2019-07-04,31409,,250,,"vaste commissie voor Infrastructuur en Waterstaat"
2019-07-04,29826,,119,,"vaste commissie voor Infrastructuur en Waterstaat"
2019-07-04,31409,,249,,"vaste commissie voor Infrastructuur en Waterstaat"
2019-07-04,29628,,894,,"vaste commissie voor Justitie en Veiligheid"
2019-07-04,32820,,300,,"vaste commissie voor Onderwijs, Cultuur en Wetenschap"
2019-07-04,21501,07,1617,,"vaste commissie voor Financiën"
