datum gepubliceerd,dossier nr,dossier toevoeging,kamerstuk volgnummer,url
2013-07-01,21501,02,1271,https://zoek.officielebekendmakingen.nl/kst-21501-02-1271,vaste commissie voor Buitenlandse Zaken
2013-07-01,29754,,230,https://zoek.officielebekendmakingen.nl/kst-29754-230,vaste commissie voor Veiligheid en Justitie
2013-07-01,29544,,461,https://zoek.officielebekendmakingen.nl/kst-29544-461,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-07-01,33400,VII,73,https://zoek.officielebekendmakingen.nl/kst-33400-VII-73,vaste commissie voor Binnenlandse Zaken
2013-07-02,33296,,8,https://zoek.officielebekendmakingen.nl/kst-33296-8,vaste commissie voor Volksgezondheid, Welzijn en Sport
2013-07-02,21501,02,1272,https://zoek.officielebekendmakingen.nl/kst-21501-02-1272,vaste commissie voor Buitenlandse Zaken
2013-07-07,33566,,58,https://zoek.officielebekendmakingen.nl/kst-33566-58,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-07-08,28676,,184,https://zoek.officielebekendmakingen.nl/kst-28676-184,vaste commissie voor Defensie
2013-07-08,29240,,61,https://zoek.officielebekendmakingen.nl/kst-29240-61,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-07-08,32757,,73,https://zoek.officielebekendmakingen.nl/kst-32757-73,algemene commissie voor Wonen en Rijksdienst
2013-07-10,32043,,167,https://zoek.officielebekendmakingen.nl/kst-32043-167,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-07-10,29911,,81,https://zoek.officielebekendmakingen.nl/kst-29911-81,vaste commissie voor Veiligheid en Justitie
2013-07-10,33193,,15,https://zoek.officielebekendmakingen.nl/kst-33193-15,vaste commissie voor Infrastructuur en Milieu
2013-07-10,22112,,1651,https://zoek.officielebekendmakingen.nl/kst-22112-1651,vaste commissie voor Binnenlandse Zaken
2013-07-10,25883,,221,https://zoek.officielebekendmakingen.nl/kst-25883-221,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-07-10,33625,,34,https://zoek.officielebekendmakingen.nl/kst-33625-34,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2013-07-11,29963,,8,https://zoek.officielebekendmakingen.nl/kst-29963-8,vaste commissie voor Volksgezondheid, Welzijn en Sport
2013-07-11,29398,,375,https://zoek.officielebekendmakingen.nl/kst-29398-375,vaste commissie voor Infrastructuur en Milieu
2013-07-11,27859,,66,https://zoek.officielebekendmakingen.nl/kst-27859-66,vaste commissie voor Binnenlandse Zaken
2013-07-11,33625,,35,https://zoek.officielebekendmakingen.nl/kst-33625-35,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2013-07-11,24095,,353,https://zoek.officielebekendmakingen.nl/kst-24095-353,vaste commissie voor Economische Zaken
2013-07-11,26643,,286,https://zoek.officielebekendmakingen.nl/kst-26643-286,vaste commissie voor Veiligheid en Justitie
2013-07-11,30872,,147,https://zoek.officielebekendmakingen.nl/kst-30872-147,vaste commissie voor Infrastructuur en Milieu
2013-07-11,28165,,162,https://zoek.officielebekendmakingen.nl/kst-28165-162,vaste commissie voor Financiën
2013-07-11,32793,,98,https://zoek.officielebekendmakingen.nl/kst-32793-98,vaste commissie voor Volksgezondheid, Welzijn en Sport
2013-07-17,32317,,182,https://zoek.officielebekendmakingen.nl/kst-32317-182,vaste commissie voor Veiligheid en Justitie
2013-07-17,21501,33,430,https://zoek.officielebekendmakingen.nl/kst-21501-33-430,vaste commissie voor Infrastructuur en Milieu
2013-07-22,31524,,178,https://zoek.officielebekendmakingen.nl/kst-31524-178,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-07-22,31490,,131,https://zoek.officielebekendmakingen.nl/kst-31490-131,algemene commissie voor Wonen en Rijksdienst
2013-07-22,33400,VI,117,https://zoek.officielebekendmakingen.nl/kst-33400-VI-117,vaste commissie voor Veiligheid en Justitie
2013-07-22,32847,,83,https://zoek.officielebekendmakingen.nl/kst-32847-83,algemene commissie voor Wonen en Rijksdienst
2013-07-22,21501,08,474,https://zoek.officielebekendmakingen.nl/kst-21501-08-474,vaste commissie voor Infrastructuur en Milieu
2013-07-24,33400,VIII,163,https://zoek.officielebekendmakingen.nl/kst-33400-VIII-163,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-07-24,33601,,6,https://zoek.officielebekendmakingen.nl/kst-33601-6,vaste commissie voor Infrastructuur en Milieu
2013-07-24,32317,,184,https://zoek.officielebekendmakingen.nl/kst-32317-184,vaste commissie voor Veiligheid en Justitie
2013-07-24,30545,,130,https://zoek.officielebekendmakingen.nl/kst-30545-130,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-07-24,33400,VII,82,https://zoek.officielebekendmakingen.nl/kst-33400-VII-82,vaste commissie voor Binnenlandse Zaken
2013-07-25,33400,X,94,https://zoek.officielebekendmakingen.nl/kst-33400-X-94,vaste commissie voor Defensie
2013-07-25,27428,,258,https://zoek.officielebekendmakingen.nl/kst-27428-258,vaste commissie voor Economische Zaken
2013-07-25,29477,,257,https://zoek.officielebekendmakingen.nl/kst-29477-257,vaste commissie voor Volksgezondheid, Welzijn en Sport
2013-07-25,25424,,224,https://zoek.officielebekendmakingen.nl/kst-25424-224,vaste commissie voor Volksgezondheid, Welzijn en Sport
2013-07-25,27625,,306,https://zoek.officielebekendmakingen.nl/kst-27625-306,vaste commissie voor Infrastructuur en Milieu
2013-07-26,30977,,60,https://zoek.officielebekendmakingen.nl/kst-30977-60,vaste commissie voor Binnenlandse Zaken
2013-07-26,31289,,162,https://zoek.officielebekendmakingen.nl/kst-31289-162,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-07-26,29628,,408,https://zoek.officielebekendmakingen.nl/kst-29628-408,vaste commissie voor Veiligheid en Justitie
2013-07-26,21501,31,318,https://zoek.officielebekendmakingen.nl/kst-21501-31-318,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-07-30,21501,02,1280,https://zoek.officielebekendmakingen.nl/kst-21501-02-1280,vaste commissie voor Europese Zaken
2013-07-30,21501,07,1077,https://zoek.officielebekendmakingen.nl/kst-21501-07-1077,vaste commissie voor Financiën
2013-07-30,21501,31,319,https://zoek.officielebekendmakingen.nl/kst-21501-31-319,vaste commissie voor Volksgezondheid, Welzijn en Sport
2013-07-30,21501,02,1279,https://zoek.officielebekendmakingen.nl/kst-21501-02-1279,vaste commissie voor Buitenlandse Zaken
2013-07-30,32813,,55,https://zoek.officielebekendmakingen.nl/kst-32813-55,vaste commissie voor Economische Zaken
2013-07-30,24515,,266,https://zoek.officielebekendmakingen.nl/kst-24515-266,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-07-31,27863,,51,https://zoek.officielebekendmakingen.nl/kst-27863-51,vaste commissie voor Financiën
2013-07-31,30523,,79,https://zoek.officielebekendmakingen.nl/kst-30523-79,vaste commissie voor Infrastructuur en Milieu
2013-07-31,28286,,646,https://zoek.officielebekendmakingen.nl/kst-28286-646,vaste commissie voor Economische Zaken
2013-07-31,32637,,71,https://zoek.officielebekendmakingen.nl/kst-32637-71,vaste commissie voor Economische Zaken
2013-07-31,30597,,370,https://zoek.officielebekendmakingen.nl/kst-30597-370,vaste commissie voor Volksgezondheid, Welzijn en Sport
2013-07-31,29628,,409,https://zoek.officielebekendmakingen.nl/kst-29628-409,vaste commissie voor Veiligheid en Justitie
2013-08-01,30420,,200,https://zoek.officielebekendmakingen.nl/kst-30420-200,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-08-01,33635,,4,https://zoek.officielebekendmakingen.nl/kst-33635-4,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-08-01,28753,,32,https://zoek.officielebekendmakingen.nl/kst-28753-32,vaste commissie voor Financiën
2013-08-01,33400,X,95,https://zoek.officielebekendmakingen.nl/kst-33400-X-95,vaste commissie voor Defensie
2013-08-01,26956,,169,https://zoek.officielebekendmakingen.nl/kst-26956-169,vaste commissie voor Infrastructuur en Milieu
2013-08-01,31936,,159,https://zoek.officielebekendmakingen.nl/kst-31936-159,vaste commissie voor Infrastructuur en Milieu
2013-08-02,19637,,1705,https://zoek.officielebekendmakingen.nl/kst-19637-1705,vaste commissie voor Veiligheid en Justitie
2013-08-02,31289,,163,https://zoek.officielebekendmakingen.nl/kst-31289-163,TK
2013-08-05,33612,,20,https://zoek.officielebekendmakingen.nl/kst-33612-20,vaste commissie voor Infrastructuur en Milieu
2013-08-05,33625,,36,https://zoek.officielebekendmakingen.nl/kst-33625-36,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2013-08-05,29628,,410,https://zoek.officielebekendmakingen.nl/kst-29628-410,vaste commissie voor Veiligheid en Justitie
2013-08-05,29936,,35,https://zoek.officielebekendmakingen.nl/kst-29936-35,vaste commissie voor Veiligheid en Justitie
2013-08-05,32824,,31,https://zoek.officielebekendmakingen.nl/kst-32824-31,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-08-05,22831,,90,https://zoek.officielebekendmakingen.nl/kst-22831-90,vaste commissie voor Buitenlandse Zaken
2013-08-05,33400,V,155,https://zoek.officielebekendmakingen.nl/kst-33400-V-155,vaste commissie voor Europese Zaken
2013-08-05,21501,32,727,https://zoek.officielebekendmakingen.nl/kst-21501-32-727,vaste commissie voor Economische Zaken
2013-08-06,31497,,108,https://zoek.officielebekendmakingen.nl/kst-31497-108,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-08-06,29664,,111,https://zoek.officielebekendmakingen.nl/kst-29664-111,vaste commissie voor Economische Zaken
2013-08-06,24077,,312,https://zoek.officielebekendmakingen.nl/kst-24077-312,vaste commissie voor Veiligheid en Justitie
2013-08-06,29521,,211,https://zoek.officielebekendmakingen.nl/kst-29521-211,vaste commissie voor Defensie
2013-08-06,31015,,91,https://zoek.officielebekendmakingen.nl/kst-31015-91,vaste commissie voor Veiligheid en Justitie
2013-08-06,27625,,307,https://zoek.officielebekendmakingen.nl/kst-27625-307,vaste commissie voor Infrastructuur en Milieu
2013-08-07,31839,,310,https://zoek.officielebekendmakingen.nl/kst-31839-310,vaste commissie voor Volksgezondheid, Welzijn en Sport
2013-08-07,33400,IV,41,https://zoek.officielebekendmakingen.nl/kst-33400-IV-41,vaste commissie voor Koninkrijksrelaties
2013-08-07,29924,,100,https://zoek.officielebekendmakingen.nl/kst-29924-100,vaste commissie voor Defensie
2013-08-07,28750,,55,https://zoek.officielebekendmakingen.nl/kst-28750-55,vaste commissie voor Binnenlandse Zaken
2013-08-07,22831,,91,https://zoek.officielebekendmakingen.nl/kst-22831-91,vaste commissie voor Buitenlandse Zaken
2013-08-07,33650,,25,https://zoek.officielebekendmakingen.nl/kst-33650-25,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-08-07,29453,,327,https://zoek.officielebekendmakingen.nl/kst-29453-327,algemene commissie voor Wonen en Rijksdienst
2013-08-07,32820,,91,https://zoek.officielebekendmakingen.nl/kst-32820-91,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-08-07,32605,,128,https://zoek.officielebekendmakingen.nl/kst-32605-128,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2013-08-08,21501,07,1078,https://zoek.officielebekendmakingen.nl/kst-21501-07-1078,vaste commissie voor Financiën
2013-08-08,33279,,8,https://zoek.officielebekendmakingen.nl/kst-33279-8,vaste commissie voor Defensie
2013-08-08,31213,,21,https://zoek.officielebekendmakingen.nl/kst-31213-21,vaste commissie voor Financiën
2013-08-08,31490,,132,https://zoek.officielebekendmakingen.nl/kst-31490-132,algemene commissie voor Wonen en Rijksdienst
2013-08-08,32706,,56,https://zoek.officielebekendmakingen.nl/kst-32706-56,vaste commissie voor Defensie
2013-08-08,31016,,56,https://zoek.officielebekendmakingen.nl/kst-31016-56,vaste commissie voor Volksgezondheid, Welzijn en Sport
2013-08-08,28684,,389,https://zoek.officielebekendmakingen.nl/kst-28684-389,vaste commissie voor Veiligheid en Justitie
2013-08-08,33400,V,156,https://zoek.officielebekendmakingen.nl/kst-33400-V-156,vaste commissie voor Buitenlandse Zaken
2013-08-08,32637,,72,https://zoek.officielebekendmakingen.nl/kst-32637-72,vaste commissie voor Economische Zaken
2013-08-09,31839,,311,https://zoek.officielebekendmakingen.nl/kst-31839-311,vaste commissie voor Koninkrijksrelaties
2013-08-09,29502,,112,https://zoek.officielebekendmakingen.nl/kst-29502-112,vaste commissie voor Economische Zaken
2013-08-09,33695,,2,https://zoek.officielebekendmakingen.nl/kst-33695-2,vaste commissie voor Veiligheid en Justitie
2013-08-09,22054,,230,https://zoek.officielebekendmakingen.nl/kst-22054-230,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2013-08-09,20487,,46,https://zoek.officielebekendmakingen.nl/kst-20487-46,vaste commissie voor Economische Zaken
2013-08-13,32827,,55,https://zoek.officielebekendmakingen.nl/kst-32827-55,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-09-16,32623,,107,https://zoek.officielebekendmakingen.nl/kst-32623-107,vaste commissie voor Buitenlandse Zaken
2013-09-17,21501,28,103,https://zoek.officielebekendmakingen.nl/kst-21501-28-103,vaste commissie voor Defensie
2013-09-17,21501,02,1288,https://zoek.officielebekendmakingen.nl/kst-21501-02-1288,vaste commissie voor Buitenlandse Zaken
2013-09-26,33682,,2,https://zoek.officielebekendmakingen.nl/kst-33682-2,vaste commissie voor Financiën
2013-09-26,31089,,102,https://zoek.officielebekendmakingen.nl/kst-31089-102,vaste commissie voor Infrastructuur en Milieu
2013-09-30,23235,,105,https://zoek.officielebekendmakingen.nl/kst-23235-105,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-09-30,22112,,1699,https://zoek.officielebekendmakingen.nl/kst-22112-1699,vaste commissie voor Infrastructuur en Milieu
2013-10-01,31293,,184,https://zoek.officielebekendmakingen.nl/kst-31293-184,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-10-01,32761,,52,https://zoek.officielebekendmakingen.nl/kst-32761-52,vaste commissie voor Economische Zaken
2013-10-01,22112,,1702,https://zoek.officielebekendmakingen.nl/kst-22112-1702,vaste commissie voor Binnenlandse Zaken
2013-10-02,32637,,80,https://zoek.officielebekendmakingen.nl/kst-32637-80,vaste commissie voor Economische Zaken
2013-10-02,32757,,89,https://zoek.officielebekendmakingen.nl/kst-32757-89,algemene commissie voor Wonen en Rijksdienst
2013-10-07,26150,,133,https://zoek.officielebekendmakingen.nl/kst-26150-133,vaste commissie voor Buitenlandse Zaken
2013-10-07,21501,07,1087,https://zoek.officielebekendmakingen.nl/kst-21501-07-1087,vaste commissie voor Financiën
2013-10-08,27830,,118,https://zoek.officielebekendmakingen.nl/kst-27830-118,vaste commissie voor Defensie
2013-10-08,29984,,436,https://zoek.officielebekendmakingen.nl/kst-29984-436,vaste commissie voor Infrastructuur en Milieu
2013-10-09,24036,,405,https://zoek.officielebekendmakingen.nl/kst-24036-405,vaste commissie voor Economische Zaken
2013-10-10,32637,,88,https://zoek.officielebekendmakingen.nl/kst-32637-88,vaste commissie voor Economische Zaken
2013-10-11,28286,,652,https://zoek.officielebekendmakingen.nl/kst-28286-652,vaste commissie voor Economische Zaken
2013-10-11,29507,,120,https://zoek.officielebekendmakingen.nl/kst-29507-120,vaste commissie voor Financiën
2013-10-11,24036,,400,https://zoek.officielebekendmakingen.nl/kst-24036-400,vaste commissie voor Economische Zaken
2013-10-11,33104,,5,https://zoek.officielebekendmakingen.nl/kst-33104-5,algemene commissie voor Wonen en Rijksdienst
2013-10-11,23432,,353,https://zoek.officielebekendmakingen.nl/kst-23432-353,vaste commissie voor Buitenlandse Zaken
2013-10-11,32813,,71,https://zoek.officielebekendmakingen.nl/kst-32813-71,vaste commissie voor Infrastructuur en Milieu
2013-10-14,21501,32,746,https://zoek.officielebekendmakingen.nl/kst-21501-32-746,vaste commissie voor Economische Zaken
2013-10-14,32847,,89,https://zoek.officielebekendmakingen.nl/kst-32847-89,algemene commissie voor Wonen en Rijksdienst
2013-10-14,26991,,372,https://zoek.officielebekendmakingen.nl/kst-26991-372,vaste commissie voor Economische Zaken
2013-10-14,32637,,107,https://zoek.officielebekendmakingen.nl/kst-32637-107,vaste commissie voor Economische Zaken
2013-10-14,26485,,168,https://zoek.officielebekendmakingen.nl/kst-26485-168,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2013-10-16,32623,,115,https://zoek.officielebekendmakingen.nl/kst-32623-115,vaste commissie voor Buitenlandse Zaken
2013-10-16,32670,,82,https://zoek.officielebekendmakingen.nl/kst-32670-82,vaste commissie voor Economische Zaken
2013-10-17,26234,,149,https://zoek.officielebekendmakingen.nl/kst-26234-149,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2013-10-17,32605,,130,https://zoek.officielebekendmakingen.nl/kst-32605-130,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2013-10-29,21501,33,441,https://zoek.officielebekendmakingen.nl/kst-21501-33-441,vaste commissie voor Infrastructuur en Milieu
2013-10-29,26234,,150,https://zoek.officielebekendmakingen.nl/kst-26234-150,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2013-10-29,32317,,194,https://zoek.officielebekendmakingen.nl/kst-32317-194,vaste commissie voor Veiligheid en Justitie
2013-10-31,28684,,396,https://zoek.officielebekendmakingen.nl/kst-28684-396,vaste commissie voor Veiligheid en Justitie
2013-10-31,32317,,195,https://zoek.officielebekendmakingen.nl/kst-32317-195,vaste commissie voor Veiligheid en Justitie
2013-10-31,23645,,549,https://zoek.officielebekendmakingen.nl/kst-23645-549,vaste commissie voor Infrastructuur en Milieu
2013-10-31,31265,,50,https://zoek.officielebekendmakingen.nl/kst-31265-50,vaste commissie voor Veiligheid en Justitie
2013-10-31,32847,,93,https://zoek.officielebekendmakingen.nl/kst-32847-93,algemene commissie voor Wonen en Rijksdienst
2013-11-07,21501,07,1096,https://zoek.officielebekendmakingen.nl/kst-21501-07-1096,vaste commissie voor Financiën
2013-11-07,31322,,223,https://zoek.officielebekendmakingen.nl/kst-31322-223,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-11-07,32279,,58,https://zoek.officielebekendmakingen.nl/kst-32279-58,vaste commissie voor Volksgezondheid, Welzijn en Sport
2013-11-11,30196,,218,https://zoek.officielebekendmakingen.nl/kst-30196-218,vaste commissie voor Infrastructuur en Milieu
2013-11-11,30825,,207,https://zoek.officielebekendmakingen.nl/kst-30825-207,vaste commissie voor Economische Zaken
2013-11-12,28286,,662,https://zoek.officielebekendmakingen.nl/kst-28286-662,vaste commissie voor Economische Zaken
2013-11-12,29279,,173,https://zoek.officielebekendmakingen.nl/kst-29279-173,vaste commissie voor Veiligheid en Justitie
2013-11-12,21501,08,486,https://zoek.officielebekendmakingen.nl/kst-21501-08-486,vaste commissie voor Infrastructuur en Milieu
2013-11-12,33566,,64,https://zoek.officielebekendmakingen.nl/kst-33566-64,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-11-12,31332,,23,https://zoek.officielebekendmakingen.nl/kst-31332-23,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-11-13,19637,,1747,https://zoek.officielebekendmakingen.nl/kst-19637-1747,vaste commissie voor Veiligheid en Justitie
2013-11-13,28676,,190,https://zoek.officielebekendmakingen.nl/kst-28676-190,vaste commissie voor Defensie
2013-11-13,21501,31,323,https://zoek.officielebekendmakingen.nl/kst-21501-31-323,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-11-13,32366,,21,https://zoek.officielebekendmakingen.nl/kst-32366-21,vaste commissie voor Infrastructuur en Milieu
2013-11-13,21501,20,816,https://zoek.officielebekendmakingen.nl/kst-21501-20-816,vaste commissie voor Europese Zaken
2013-11-13,32847,,99,https://zoek.officielebekendmakingen.nl/kst-32847-99,algemene commissie voor Wonen en Rijksdienst
2013-11-13,26448,,501,https://zoek.officielebekendmakingen.nl/kst-26448-501,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-11-13,29544,,481,https://zoek.officielebekendmakingen.nl/kst-29544-481,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-11-14,30977,,71,https://zoek.officielebekendmakingen.nl/kst-30977-71,vaste commissie voor Binnenlandse Zaken
2013-11-14,29407,,178,https://zoek.officielebekendmakingen.nl/kst-29407-178,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-11-14,33750,V,11,https://zoek.officielebekendmakingen.nl/kst-33750-V-11,vaste commissie voor Buitenlandse Zaken
2013-11-14,32637,,89,https://zoek.officielebekendmakingen.nl/kst-32637-89,vaste commissie voor Economische Zaken
2013-11-16,31066,,188,https://zoek.officielebekendmakingen.nl/kst-31066-188,vaste commissie voor Financiën
2013-11-20,33750,VII,14,https://zoek.officielebekendmakingen.nl/kst-33750-VII-14,vaste commissie voor Binnenlandse Zaken
2013-11-20,32813,,87,https://zoek.officielebekendmakingen.nl/kst-32813-87,vaste commissie voor Infrastructuur en Milieu
2013-11-20,33043,,27,https://zoek.officielebekendmakingen.nl/kst-33043-27,vaste commissie voor Economische Zaken
2013-11-20,21501,32,756,https://zoek.officielebekendmakingen.nl/kst-21501-32-756,vaste commissie voor Economische Zaken
2013-11-25,33694,,3,https://zoek.officielebekendmakingen.nl/kst-33694-3,vaste commissie voor Buitenlandse Zaken
2013-11-25,21501,02,1304,https://zoek.officielebekendmakingen.nl/kst-21501-02-1304,vaste commissie voor Buitenlandse Zaken
2013-11-25,31083,,49,https://zoek.officielebekendmakingen.nl/kst-31083-49,vaste commissie voor Economische Zaken
2013-11-25,32824,,45,https://zoek.officielebekendmakingen.nl/kst-32824-45,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-11-29,19637,,1758,https://zoek.officielebekendmakingen.nl/kst-19637-1758,vaste commissie voor Veiligheid en Justitie
2013-11-29,21501,02,1307,https://zoek.officielebekendmakingen.nl/kst-21501-02-1307,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2013-11-30,32847,,111,https://zoek.officielebekendmakingen.nl/kst-32847-111,algemene commissie voor Wonen en Rijksdienst
2013-11-30,30597,,393,https://zoek.officielebekendmakingen.nl/kst-30597-393,vaste commissie voor Volksgezondheid, Welzijn en Sport
2013-12-12,28638,,108,https://zoek.officielebekendmakingen.nl/kst-28638-108,vaste commissie voor Veiligheid en Justitie
2013-12-12,29544,,496,https://zoek.officielebekendmakingen.nl/kst-29544-496,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-12-12,17050,,448,https://zoek.officielebekendmakingen.nl/kst-17050-448,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-12-12,33750,V,46,https://zoek.officielebekendmakingen.nl/kst-33750-V-46,vaste commissie voor Buitenlandse Zaken
2013-12-16,23235,,109,https://zoek.officielebekendmakingen.nl/kst-23235-109,vaste commissie voor Sociale Zaken en Werkgelegenheid
2013-12-18,22831,,94,https://zoek.officielebekendmakingen.nl/kst-22831-94,vaste commissie voor Buitenlandse Zaken
2013-12-18,23987,,142,https://zoek.officielebekendmakingen.nl/kst-23987-142,vaste commissie voor Europese Zaken
2013-12-18,33750,VIII,77,https://zoek.officielebekendmakingen.nl/kst-33750-VIII-77,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-12-18,31142,,39,https://zoek.officielebekendmakingen.nl/kst-31142-39,vaste commissie voor Binnenlandse Zaken
2013-12-18,27926,,212,https://zoek.officielebekendmakingen.nl/kst-27926-212,algemene commissie voor Wonen en Rijksdienst
2013-12-18,32847,,110,https://zoek.officielebekendmakingen.nl/kst-32847-110,algemene commissie voor Wonen en Rijksdienst
2013-12-30,31332,,25,https://zoek.officielebekendmakingen.nl/kst-31332-25,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2013-12-30,30977,,75,https://zoek.officielebekendmakingen.nl/kst-30977-75,vaste commissie voor Binnenlandse Zaken
