datum gepubliceerd,dossier nr,dossier toevoeging,kamerstuk volgnummer,url
2014-02-13,21501,02,1329,https://zoek.officielebekendmakingen.nl/kst-21501-02-1329,vaste commissie voor Buitenlandse Zaken
2014-02-13,22452,,40,https://zoek.officielebekendmakingen.nl/kst-22452-40,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-02-18,33435,,15,https://zoek.officielebekendmakingen.nl/kst-33435-15,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-02-18,30597,,422,https://zoek.officielebekendmakingen.nl/kst-30597-422,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-02-18,32623,,126,https://zoek.officielebekendmakingen.nl/kst-32623-126,vaste commissie voor Buitenlandse Zaken
2014-02-18,28625,,188,https://zoek.officielebekendmakingen.nl/kst-28625-188,vaste commissie voor Economische Zaken
2014-02-19,30196,,235,https://zoek.officielebekendmakingen.nl/kst-30196-235,algemene commissie voor Wonen en Rijksdienst
2014-02-19,32647,,21,https://zoek.officielebekendmakingen.nl/kst-32647-21,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-02-20,26956,,194,https://zoek.officielebekendmakingen.nl/kst-26956-194,vaste commissie voor Infrastructuur en Milieu
2014-02-20,21501,32,766,https://zoek.officielebekendmakingen.nl/kst-21501-32-766,vaste commissie voor Economische Zaken
2014-02-20,29754,,241,https://zoek.officielebekendmakingen.nl/kst-29754-241,vaste commissie voor Veiligheid en Justitie
2014-02-20,33625,,73,https://zoek.officielebekendmakingen.nl/kst-33625-73,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-02-20,30196,,236,https://zoek.officielebekendmakingen.nl/kst-30196-236,vaste commissie voor Infrastructuur en Milieu
2014-02-20,33746,,5,https://zoek.officielebekendmakingen.nl/kst-33746-5,vaste commissie voor Economische Zaken
2014-02-27,30175,,194,https://zoek.officielebekendmakingen.nl/kst-30175-194,vaste commissie voor Infrastructuur en Milieu
2014-02-27,30072,,32,https://zoek.officielebekendmakingen.nl/kst-30072-32,vaste commissie voor Veiligheid en Justitie
2014-03-03,30536,,130,https://zoek.officielebekendmakingen.nl/kst-30536-130,vaste commissie voor Economische Zaken
2014-03-03,21501,02,1341,https://zoek.officielebekendmakingen.nl/kst-21501-02-1341,vaste commissie voor Buitenlandse Zaken
2014-03-03,28638,,109,https://zoek.officielebekendmakingen.nl/kst-28638-109,vaste commissie voor Veiligheid en Justitie
2014-03-03,32623,,128,https://zoek.officielebekendmakingen.nl/kst-32623-128,vaste commissie voor Buitenlandse Zaken
2014-03-04,33750,IX,21,https://zoek.officielebekendmakingen.nl/kst-33750-IX-21,vaste commissie voor Financiën
2014-03-04,25883,,233,https://zoek.officielebekendmakingen.nl/kst-25883-233,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-03-04,29683,,183,https://zoek.officielebekendmakingen.nl/kst-29683-183,vaste commissie voor Economische Zaken
2014-03-04,32637,,122,https://zoek.officielebekendmakingen.nl/kst-32637-122,vaste commissie voor Economische Zaken
2014-03-17,24587,,578,https://zoek.officielebekendmakingen.nl/kst-24587-578,vaste commissie voor Veiligheid en Justitie
2014-03-17,27863,,54,https://zoek.officielebekendmakingen.nl/kst-27863-54,vaste commissie voor Financiën
2014-03-17,33695,,4,https://zoek.officielebekendmakingen.nl/kst-33695-4,vaste commissie voor Veiligheid en Justitie
2014-03-17,32317,,221,https://zoek.officielebekendmakingen.nl/kst-32317-221,vaste commissie voor Veiligheid en Justitie
2014-03-18,33763,,38,https://zoek.officielebekendmakingen.nl/kst-33763-38,vaste commissie voor Defensie
2014-03-18,29521,,236,https://zoek.officielebekendmakingen.nl/kst-29521-236,vaste commissie voor Defensie
2014-03-18,30169,,35,https://zoek.officielebekendmakingen.nl/kst-30169-35,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-03-18,33750,VIII,101,https://zoek.officielebekendmakingen.nl/kst-33750-VIII-101,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-03-18,22054,,242,https://zoek.officielebekendmakingen.nl/kst-22054-242,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-03-18,29453,,346,https://zoek.officielebekendmakingen.nl/kst-29453-346,algemene commissie voor Wonen en Rijksdienst
2014-03-20,32317,,224,https://zoek.officielebekendmakingen.nl/kst-32317-224,vaste commissie voor Veiligheid en Justitie
2014-03-20,31936,,191,https://zoek.officielebekendmakingen.nl/kst-31936-191,vaste commissie voor Infrastructuur en Milieu
2014-03-20,32404,,72,https://zoek.officielebekendmakingen.nl/kst-32404-72,vaste commissie voor Infrastructuur en Milieu
2014-03-20,21501,07,1130,https://zoek.officielebekendmakingen.nl/kst-21501-07-1130,vaste commissie voor Financiën
2014-03-24,33750,VIII,103,https://zoek.officielebekendmakingen.nl/kst-33750-VIII-103,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-03-24,33652,,13,https://zoek.officielebekendmakingen.nl/kst-33652-13,vaste commissie voor Infrastructuur en Milieu
2014-03-24,24095,,365,https://zoek.officielebekendmakingen.nl/kst-24095-365,vaste commissie voor Economische Zaken
2014-03-31,27926,,217,https://zoek.officielebekendmakingen.nl/kst-27926-217,algemene commissie voor Wonen en Rijksdienst
2014-03-31,29398,,408,https://zoek.officielebekendmakingen.nl/kst-29398-408,vaste commissie voor Infrastructuur en Milieu
2014-03-31,29279,,195,https://zoek.officielebekendmakingen.nl/kst-29279-195,vaste commissie voor Veiligheid en Justitie
2014-03-31,21501,07,1133,https://zoek.officielebekendmakingen.nl/kst-21501-07-1133,vaste commissie voor Financiën
2014-03-31,19637,,1798,https://zoek.officielebekendmakingen.nl/kst-19637-1798,vaste commissie voor Veiligheid en Justitie
2014-04-01,29544,,508,https://zoek.officielebekendmakingen.nl/kst-29544-508,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-04-01,29628,,449,https://zoek.officielebekendmakingen.nl/kst-29628-449,vaste commissie voor Veiligheid en Justitie
2014-04-01,29362,,228,https://zoek.officielebekendmakingen.nl/kst-29362-228,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-04-01,21501,02,1363,https://zoek.officielebekendmakingen.nl/kst-21501-02-1363,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-04-02,33630,,4,https://zoek.officielebekendmakingen.nl/kst-33630-4,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-04-02,33783,,11,https://zoek.officielebekendmakingen.nl/kst-33783-11,vaste commissie voor Buitenlandse Zaken
2014-04-02,21501,02,1364,https://zoek.officielebekendmakingen.nl/kst-21501-02-1364,vaste commissie voor Europese Zaken
2014-04-02,22112,,1821,https://zoek.officielebekendmakingen.nl/kst-22112-1821,vaste commissie voor Veiligheid en Justitie
2014-04-02,29447,,26,https://zoek.officielebekendmakingen.nl/kst-29447-26,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-04-02,30806,,22,https://zoek.officielebekendmakingen.nl/kst-30806-22,vaste commissie voor Defensie
2014-04-07,21501,02,1365,https://zoek.officielebekendmakingen.nl/kst-21501-02-1365,vaste commissie voor Buitenlandse Zaken
2014-04-07,32317,,225,https://zoek.officielebekendmakingen.nl/kst-32317-225,vaste commissie voor Veiligheid en Justitie
2014-04-07,33625,,92,https://zoek.officielebekendmakingen.nl/kst-33625-92,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-04-07,32605,,139,https://zoek.officielebekendmakingen.nl/kst-32605-139,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-04-08,21501,30,324,https://zoek.officielebekendmakingen.nl/kst-21501-30-324,vaste commissie voor Economische Zaken
2014-04-08,32761,,59,https://zoek.officielebekendmakingen.nl/kst-32761-59,vaste commissie voor Veiligheid en Justitie
2014-04-08,33835,,4,https://zoek.officielebekendmakingen.nl/kst-33835-4,vaste commissie voor Economische Zaken
2014-04-08,32013,,57,https://zoek.officielebekendmakingen.nl/kst-32013-57,vaste commissie voor Financiën
2014-04-10,21501,32,779,https://zoek.officielebekendmakingen.nl/kst-21501-32-779,vaste commissie voor Economische Zaken
2014-04-10,31415,,11,https://zoek.officielebekendmakingen.nl/kst-31415-11,vaste commissie voor Veiligheid en Justitie
2014-04-10,33858,,15,https://zoek.officielebekendmakingen.nl/kst-33858-15,vaste commissie voor Infrastructuur en Milieu
2014-04-10,23432,,370,https://zoek.officielebekendmakingen.nl/kst-23432-370,vaste commissie voor Buitenlandse Zaken
2014-04-10,27858,,262,https://zoek.officielebekendmakingen.nl/kst-27858-262,vaste commissie voor Economische Zaken
2014-04-10,24077,,317,https://zoek.officielebekendmakingen.nl/kst-24077-317,vaste commissie voor Veiligheid en Justitie
2014-04-15,21501,02,1369,https://zoek.officielebekendmakingen.nl/kst-21501-02-1369,vaste commissie voor Buitenlandse Zaken
2014-04-15,21501,08,508,https://zoek.officielebekendmakingen.nl/kst-21501-08-508,vaste commissie voor Infrastructuur en Milieu
2014-04-15,30136,,38,https://zoek.officielebekendmakingen.nl/kst-30136-38,algemene commissie voor Wonen en Rijksdienst
2014-04-17,28676,,200,https://zoek.officielebekendmakingen.nl/kst-28676-200,vaste commissie voor Defensie
2014-04-17,21501,28,111,https://zoek.officielebekendmakingen.nl/kst-21501-28-111,vaste commissie voor Defensie
2014-04-17,32317,,226,https://zoek.officielebekendmakingen.nl/kst-32317-226,vaste commissie voor Veiligheid en Justitie
2014-04-23,22112,,1865,https://zoek.officielebekendmakingen.nl/kst-22112-1865,vaste commissie voor Europese Zaken
2014-04-23,30806,,24,https://zoek.officielebekendmakingen.nl/kst-30806-24,vaste commissie voor Buitenlandse Zaken
2014-04-25,33858,,16,https://zoek.officielebekendmakingen.nl/kst-33858-16,vaste commissie voor Infrastructuur en Milieu
2014-04-25,22112,,1833,https://zoek.officielebekendmakingen.nl/kst-22112-1833,vaste commissie voor Financiën
2014-04-25,31889,,8,https://zoek.officielebekendmakingen.nl/kst-31889-8,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-04-25,33750,XIII,121,https://zoek.officielebekendmakingen.nl/kst-33750-XIII-121,vaste commissie voor Economische Zaken
2014-04-30,33750,VI,119,https://zoek.officielebekendmakingen.nl/kst-33750-VI-119,vaste commissie voor Veiligheid en Justitie
2014-04-30,29279,,197,https://zoek.officielebekendmakingen.nl/kst-29279-197,vaste commissie voor Veiligheid en Justitie
2014-04-30,32824,,55,https://zoek.officielebekendmakingen.nl/kst-32824-55,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-05-01,30111,,69,https://zoek.officielebekendmakingen.nl/kst-30111-69,vaste commissie voor Binnenlandse Zaken
2014-05-01,31524,,205,https://zoek.officielebekendmakingen.nl/kst-31524-205,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-05-01,21501,20,853,https://zoek.officielebekendmakingen.nl/kst-21501-20-853,vaste commissie voor Europese Zaken
2014-05-08,30573,,125,https://zoek.officielebekendmakingen.nl/kst-30573-125,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-05-08,31322,,240,https://zoek.officielebekendmakingen.nl/kst-31322-240,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-05-08,31015,,102,https://zoek.officielebekendmakingen.nl/kst-31015-102,vaste commissie voor Veiligheid en Justitie
2014-05-08,29544,,521,https://zoek.officielebekendmakingen.nl/kst-29544-521,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-05-08,26643,,311,https://zoek.officielebekendmakingen.nl/kst-26643-311,vaste commissie voor Binnenlandse Zaken
2014-05-13,21501,31,336,https://zoek.officielebekendmakingen.nl/kst-21501-31-336,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-05-15,29659,,124,https://zoek.officielebekendmakingen.nl/kst-29659-124,vaste commissie voor Economische Zaken
2014-05-15,32637,,132,https://zoek.officielebekendmakingen.nl/kst-32637-132,vaste commissie voor Economische Zaken
2014-05-15,30139,,133,https://zoek.officielebekendmakingen.nl/kst-30139-133,vaste commissie voor Defensie
2014-05-16,22112,,1845,https://zoek.officielebekendmakingen.nl/kst-22112-1845,vaste commissie voor Veiligheid en Justitie
2014-05-16,32761,,61,https://zoek.officielebekendmakingen.nl/kst-32761-61,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-05-16,22831,,97,https://zoek.officielebekendmakingen.nl/kst-22831-97,vaste commissie voor Buitenlandse Zaken
2014-05-16,21501,02,1378,https://zoek.officielebekendmakingen.nl/kst-21501-02-1378,vaste commissie voor Buitenlandse Zaken
2014-05-19,21501,33,478,https://zoek.officielebekendmakingen.nl/kst-21501-33-478,vaste commissie voor Infrastructuur en Milieu
2014-05-19,23645,,574,https://zoek.officielebekendmakingen.nl/kst-23645-574,vaste commissie voor Infrastructuur en Milieu
2014-05-19,29407,,193,https://zoek.officielebekendmakingen.nl/kst-29407-193,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-05-19,21501,07,1150,https://zoek.officielebekendmakingen.nl/kst-21501-07-1150,vaste commissie voor Financiën
2014-05-19,30420,,207,https://zoek.officielebekendmakingen.nl/kst-30420-207,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-05-20,29362,,231,https://zoek.officielebekendmakingen.nl/kst-29362-231,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-05-20,33750,XVI,105,https://zoek.officielebekendmakingen.nl/kst-33750-XVI-105,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-05-20,33750,IV,41,https://zoek.officielebekendmakingen.nl/kst-33750-IV-41,vaste commissie voor Koninkrijksrelaties
2014-05-20,21501,02,1379,https://zoek.officielebekendmakingen.nl/kst-21501-02-1379,vaste commissie voor Buitenlandse Zaken
2014-05-21,33321,,4,https://zoek.officielebekendmakingen.nl/kst-33321-4,vaste commissie voor Defensie
2014-05-21,21501,02,1380,https://zoek.officielebekendmakingen.nl/kst-21501-02-1380,vaste commissie voor Buitenlandse Zaken
2014-05-21,24095,,367,https://zoek.officielebekendmakingen.nl/kst-24095-367,vaste commissie voor Economische Zaken
2014-05-21,26643,,312,https://zoek.officielebekendmakingen.nl/kst-26643-312,vaste commissie voor Veiligheid en Justitie
2014-05-21,22026,,459,https://zoek.officielebekendmakingen.nl/kst-22026-459,vaste commissie voor Infrastructuur en Milieu
2014-05-21,31125,,27,https://zoek.officielebekendmakingen.nl/kst-31125-27,vaste commissie voor Defensie
2014-05-21,33750,IX,26,https://zoek.officielebekendmakingen.nl/kst-33750-IX-26,vaste commissie voor Financiën
2014-05-26,32757,,97,https://zoek.officielebekendmakingen.nl/kst-32757-97,algemene commissie voor Wonen en Rijksdienst
2014-05-26,33625,,107,https://zoek.officielebekendmakingen.nl/kst-33625-107,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-05-26,19637,,1821,https://zoek.officielebekendmakingen.nl/kst-19637-1821,vaste commissie voor Veiligheid en Justitie
2014-05-26,21501,07,1151,https://zoek.officielebekendmakingen.nl/kst-21501-07-1151,vaste commissie voor Financiën
2014-05-26,28676,,202,https://zoek.officielebekendmakingen.nl/kst-28676-202,vaste commissie voor Buitenlandse Zaken
2014-05-26,31016,,74,https://zoek.officielebekendmakingen.nl/kst-31016-74,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-05-26,32605,,140,https://zoek.officielebekendmakingen.nl/kst-32605-140,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-05-27,29247,,189,https://zoek.officielebekendmakingen.nl/kst-29247-189,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-05-27,31839,,378,https://zoek.officielebekendmakingen.nl/kst-31839-378,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-05-27,26485,,179,https://zoek.officielebekendmakingen.nl/kst-26485-179,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-05-27,33037,,122,https://zoek.officielebekendmakingen.nl/kst-33037-122,vaste commissie voor Economische Zaken
2014-05-27,31753,,84,https://zoek.officielebekendmakingen.nl/kst-31753-84,vaste commissie voor Veiligheid en Justitie
2014-05-27,29754,,244,https://zoek.officielebekendmakingen.nl/kst-29754-244,vaste commissie voor Veiligheid en Justitie
2014-05-28,27428,,281,https://zoek.officielebekendmakingen.nl/kst-27428-281,vaste commissie voor Economische Zaken
2014-05-28,26234,,158,https://zoek.officielebekendmakingen.nl/kst-26234-158,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-06-02,21501,02,1381,https://zoek.officielebekendmakingen.nl/kst-21501-02-1381,vaste commissie voor Buitenlandse Zaken
2014-06-04,32735,,110,https://zoek.officielebekendmakingen.nl/kst-32735-110,vaste commissie voor Buitenlandse Zaken
2014-06-04,21501,28,113,https://zoek.officielebekendmakingen.nl/kst-21501-28-113,vaste commissie voor Defensie
2014-06-04,33750,VI,124,https://zoek.officielebekendmakingen.nl/kst-33750-VI-124,vaste commissie voor Veiligheid en Justitie
2014-06-04,33750,V,73,https://zoek.officielebekendmakingen.nl/kst-33750-V-73,vaste commissie voor Buitenlandse Zaken
2014-06-05,33118,,13,https://zoek.officielebekendmakingen.nl/kst-33118-13,vaste commissie voor Infrastructuur en Milieu
2014-06-05,33826,,2,https://zoek.officielebekendmakingen.nl/kst-33826-2,vaste commissie voor Veiligheid en Justitie
2014-06-05,29893,,169,https://zoek.officielebekendmakingen.nl/kst-29893-169,vaste commissie voor Infrastructuur en Milieu
2014-06-05,23987,,144,https://zoek.officielebekendmakingen.nl/kst-23987-144,vaste commissie voor Buitenlandse Zaken
2014-06-05,26695,,96,https://zoek.officielebekendmakingen.nl/kst-26695-96,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-06-05,24587,,585,https://zoek.officielebekendmakingen.nl/kst-24587-585,vaste commissie voor Veiligheid en Justitie
2014-06-11,32647,,25,https://zoek.officielebekendmakingen.nl/kst-32647-25,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-06-11,21501,02,1389,https://zoek.officielebekendmakingen.nl/kst-21501-02-1389,vaste commissie voor Buitenlandse Zaken
2014-06-17,19637,,1850,https://zoek.officielebekendmakingen.nl/kst-19637-1850,vaste commissie voor Veiligheid en Justitie
2014-06-17,33820,,3,https://zoek.officielebekendmakingen.nl/kst-33820-3,vaste commissie voor Binnenlandse Zaken
2014-06-20,33750,XII,91,https://zoek.officielebekendmakingen.nl/kst-33750-XII-91,vaste commissie voor Infrastructuur en Milieu
2014-06-20,33750,IV,43,https://zoek.officielebekendmakingen.nl/kst-33750-IV-43,vaste commissie voor Koninkrijksrelaties
2014-06-23,31460,,48,https://zoek.officielebekendmakingen.nl/kst-31460-48,vaste commissie voor Defensie
2014-06-23,21501,32,791,https://zoek.officielebekendmakingen.nl/kst-21501-32-791,vaste commissie voor Economische Zaken
2014-06-24,30079,,48,https://zoek.officielebekendmakingen.nl/kst-30079-48,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-06-24,32043,,217,https://zoek.officielebekendmakingen.nl/kst-32043-217,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-06-26,33750,IV,44,https://zoek.officielebekendmakingen.nl/kst-33750-IV-44,vaste commissie voor Koninkrijksrelaties
2014-06-26,21501,31,341,https://zoek.officielebekendmakingen.nl/kst-21501-31-341,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-06-26,31311,,129,https://zoek.officielebekendmakingen.nl/kst-31311-129,vaste commissie voor Financiën
2014-06-26,33763,,47,https://zoek.officielebekendmakingen.nl/kst-33763-47,vaste commissie voor Defensie
2014-07-02,32620,,126,https://zoek.officielebekendmakingen.nl/kst-32620-126,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-07-07,21501,07,1159,https://zoek.officielebekendmakingen.nl/kst-21501-07-1159,vaste commissie voor Financiën
