datum gepubliceerd,dossier nr,dossier toevoeging,kamerstuk volgnummer,url
2014-07-07,33625,,115,https://zoek.officielebekendmakingen.nl/kst-33625-115,vaste commissie voor Buitenlandse Zaken
2014-07-07,29984,,524,https://zoek.officielebekendmakingen.nl/kst-29984-524,vaste commissie voor Infrastructuur en Milieu
2014-07-09,32317,,242,https://zoek.officielebekendmakingen.nl/kst-32317-242,vaste commissie voor Veiligheid en Justitie
2014-07-09,31288,,394,https://zoek.officielebekendmakingen.nl/kst-31288-394,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-07-09,21501,02,1398,https://zoek.officielebekendmakingen.nl/kst-21501-02-1398,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-07-09,32761,,64,https://zoek.officielebekendmakingen.nl/kst-32761-64,vaste commissie voor Veiligheid en Justitie
2014-07-16,21501,31,344,https://zoek.officielebekendmakingen.nl/kst-21501-31-344,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-07-17,32681,,11,https://zoek.officielebekendmakingen.nl/kst-32681-11,vaste commissie voor Financiën
2014-07-17,21501,20,896,https://zoek.officielebekendmakingen.nl/kst-21501-20-896,vaste commissie voor Financiën
2014-07-17,27926,,227,https://zoek.officielebekendmakingen.nl/kst-27926-227,algemene commissie voor Wonen en Rijksdienst
2014-07-17,21501,04,161,https://zoek.officielebekendmakingen.nl/kst-21501-04-161,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-07-17,33612,,45,https://zoek.officielebekendmakingen.nl/kst-33612-45,vaste commissie voor Infrastructuur en Milieu
2014-07-17,33877,,22,https://zoek.officielebekendmakingen.nl/kst-33877-22,vaste commissie voor Europese Zaken
2014-07-17,31066,,208,https://zoek.officielebekendmakingen.nl/kst-31066-208,vaste commissie voor Financiën
2014-07-23,29521,,250,https://zoek.officielebekendmakingen.nl/kst-29521-250,vaste commissie voor Defensie
2014-07-23,28345,,130,https://zoek.officielebekendmakingen.nl/kst-28345-130,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-07-23,33750,IV,47,https://zoek.officielebekendmakingen.nl/kst-33750-IV-47,vaste commissie voor Koninkrijksrelaties
2014-07-23,21501,32,796,https://zoek.officielebekendmakingen.nl/kst-21501-32-796,vaste commissie voor Economische Zaken
2014-07-29,31311,,132,https://zoek.officielebekendmakingen.nl/kst-31311-132,vaste commissie voor Financiën
2014-07-29,29544,,547,https://zoek.officielebekendmakingen.nl/kst-29544-547,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-07-29,22112,,1879,https://zoek.officielebekendmakingen.nl/kst-22112-1879,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-07-29,32317,,245,https://zoek.officielebekendmakingen.nl/kst-32317-245,vaste commissie voor Veiligheid en Justitie
2014-07-29,29446,,89,https://zoek.officielebekendmakingen.nl/kst-29446-89,vaste commissie voor Economische Zaken
2014-07-29,31125,,36,https://zoek.officielebekendmakingen.nl/kst-31125-36,vaste commissie voor Defensie
2014-07-29,29237,,161,https://zoek.officielebekendmakingen.nl/kst-29237-161,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-07-29,33836,,5,https://zoek.officielebekendmakingen.nl/kst-33836-5,vaste commissie voor Veiligheid en Justitie
2014-07-30,29544,,548,https://zoek.officielebekendmakingen.nl/kst-29544-548,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-07-30,25883,,242,https://zoek.officielebekendmakingen.nl/kst-25883-242,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-07-30,19637,,1870,https://zoek.officielebekendmakingen.nl/kst-19637-1870,vaste commissie voor Veiligheid en Justitie
2014-07-30,28676,,207,https://zoek.officielebekendmakingen.nl/kst-28676-207,vaste commissie voor Defensie
2014-07-31,21501,33,495,https://zoek.officielebekendmakingen.nl/kst-21501-33-495,vaste commissie voor Infrastructuur en Milieu
2014-07-31,33654,,11,https://zoek.officielebekendmakingen.nl/kst-33654-11,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-07-31,27925,,494,https://zoek.officielebekendmakingen.nl/kst-27925-494,vaste commissie voor Defensie
2014-07-31,19637,,1871,https://zoek.officielebekendmakingen.nl/kst-19637-1871,vaste commissie voor Veiligheid en Justitie
2014-08-04,33750,X,69,https://zoek.officielebekendmakingen.nl/kst-33750-X-69,vaste commissie voor Defensie
2014-08-06,27830,,133,https://zoek.officielebekendmakingen.nl/kst-27830-133,vaste commissie voor Defensie
2014-08-06,32847,,125,https://zoek.officielebekendmakingen.nl/kst-32847-125,algemene commissie voor Wonen en Rijksdienst
2014-08-06,32317,,246,https://zoek.officielebekendmakingen.nl/kst-32317-246,vaste commissie voor Veiligheid en Justitie
2014-08-06,28286,,751,https://zoek.officielebekendmakingen.nl/kst-28286-751,vaste commissie voor Economische Zaken
2014-08-06,31839,,404,https://zoek.officielebekendmakingen.nl/kst-31839-404,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-08-07,21501,08,522,https://zoek.officielebekendmakingen.nl/kst-21501-08-522,vaste commissie voor Infrastructuur en Milieu
2014-08-07,29664,,122,https://zoek.officielebekendmakingen.nl/kst-29664-122,vaste commissie voor Economische Zaken
2014-08-07,19637,,1874,https://zoek.officielebekendmakingen.nl/kst-19637-1874,vaste commissie voor Veiligheid en Justitie
2014-08-07,32824,,74,https://zoek.officielebekendmakingen.nl/kst-32824-74,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-08-11,32637,,148,https://zoek.officielebekendmakingen.nl/kst-32637-148,vaste commissie voor Economische Zaken
2014-08-11,31409,,65,https://zoek.officielebekendmakingen.nl/kst-31409-65,vaste commissie voor Infrastructuur en Milieu
2014-08-11,33750,X,70,https://zoek.officielebekendmakingen.nl/kst-33750-X-70,vaste commissie voor Defensie
2014-08-11,32849,,22,https://zoek.officielebekendmakingen.nl/kst-32849-22,vaste commissie voor Economische Zaken
2014-08-13,32605,,149,https://zoek.officielebekendmakingen.nl/kst-32605-149,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-08-13,30872,,166,https://zoek.officielebekendmakingen.nl/kst-30872-166,vaste commissie voor Infrastructuur en Milieu
2014-08-13,32317,,249,https://zoek.officielebekendmakingen.nl/kst-32317-249,vaste commissie voor Veiligheid en Justitie
2014-08-14,28684,,409,https://zoek.officielebekendmakingen.nl/kst-28684-409,vaste commissie voor Veiligheid en Justitie
2014-08-14,31839,,408,https://zoek.officielebekendmakingen.nl/kst-31839-408,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-08-14,31311,,134,https://zoek.officielebekendmakingen.nl/kst-31311-134,vaste commissie voor Economische Zaken
2014-08-14,21501,31,348,https://zoek.officielebekendmakingen.nl/kst-21501-31-348,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-08-14,32034,,4,https://zoek.officielebekendmakingen.nl/kst-32034-4,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-08-14,21501,07,1168,https://zoek.officielebekendmakingen.nl/kst-21501-07-1168,vaste commissie voor Financiën
2014-08-14,31125,,37,https://zoek.officielebekendmakingen.nl/kst-31125-37,vaste commissie voor Defensie
2014-08-14,27879,,49,https://zoek.officielebekendmakingen.nl/kst-27879-49,vaste commissie voor Economische Zaken
2014-08-15,28676,,209,https://zoek.officielebekendmakingen.nl/kst-28676-209,vaste commissie voor Buitenlandse Zaken
2014-08-15,33625,,118,https://zoek.officielebekendmakingen.nl/kst-33625-118,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-08-15,29628,,464,https://zoek.officielebekendmakingen.nl/kst-29628-464,vaste commissie voor Veiligheid en Justitie
2014-08-15,28684,,410,https://zoek.officielebekendmakingen.nl/kst-28684-410,vaste commissie voor Veiligheid en Justitie
2014-08-18,21501,02,1405,https://zoek.officielebekendmakingen.nl/kst-21501-02-1405,vaste commissie voor Europese Zaken
2014-08-18,29984,,529,https://zoek.officielebekendmakingen.nl/kst-29984-529,vaste commissie voor Infrastructuur en Milieu
2014-08-18,31332,,35,https://zoek.officielebekendmakingen.nl/kst-31332-35,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-08-18,31311,,135,https://zoek.officielebekendmakingen.nl/kst-31311-135,vaste commissie voor Financiën
2014-08-18,33750,VI,136,https://zoek.officielebekendmakingen.nl/kst-33750-VI-136,vaste commissie voor Veiligheid en Justitie
2014-08-18,25928,,67,https://zoek.officielebekendmakingen.nl/kst-25928-67,vaste commissie voor Defensie
2014-08-18,33905,,9,https://zoek.officielebekendmakingen.nl/kst-33905-9,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-08-18,22054,,251,https://zoek.officielebekendmakingen.nl/kst-22054-251,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-08-18,29521,,253,https://zoek.officielebekendmakingen.nl/kst-29521-253,vaste commissie voor Buitenlandse Zaken
2014-08-18,23432,,387,https://zoek.officielebekendmakingen.nl/kst-23432-387,vaste commissie voor Buitenlandse Zaken
2014-08-18,27625,,326,https://zoek.officielebekendmakingen.nl/kst-27625-326,vaste commissie voor Infrastructuur en Milieu
2014-08-18,29544,,552,https://zoek.officielebekendmakingen.nl/kst-29544-552,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-08-18,33532,,38,https://zoek.officielebekendmakingen.nl/kst-33532-38,vaste commissie voor Financiën
2014-08-18,33750,A,94,https://zoek.officielebekendmakingen.nl/kst-33750-A-94,vaste commissie voor Infrastructuur en Milieu
2014-08-21,29754,,252,https://zoek.officielebekendmakingen.nl/kst-29754-252,vaste commissie voor Veiligheid en Justitie
2014-08-21,33936,,3,https://zoek.officielebekendmakingen.nl/kst-33936-3,TK
2014-08-21,33942,,26,https://zoek.officielebekendmakingen.nl/kst-33942-26,TK
2014-08-21,26485,,192,https://zoek.officielebekendmakingen.nl/kst-26485-192,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-08-22,31125,,38,https://zoek.officielebekendmakingen.nl/kst-31125-38,vaste commissie voor Defensie
2014-08-22,21501,07,1169,https://zoek.officielebekendmakingen.nl/kst-21501-07-1169,vaste commissie voor Financiën
2014-08-22,31568,,142,https://zoek.officielebekendmakingen.nl/kst-31568-142,vaste commissie voor Koninkrijksrelaties
2014-08-22,26643,,325,https://zoek.officielebekendmakingen.nl/kst-26643-325,vaste commissie voor Binnenlandse Zaken
2014-08-22,33652,,27,https://zoek.officielebekendmakingen.nl/kst-33652-27,vaste commissie voor Infrastructuur en Milieu
2014-08-26,26488,,355,https://zoek.officielebekendmakingen.nl/kst-26488-355,vaste commissie voor Defensie
2014-08-26,19637,,1883,https://zoek.officielebekendmakingen.nl/kst-19637-1883,vaste commissie voor Veiligheid en Justitie
2014-08-26,30234,,101,https://zoek.officielebekendmakingen.nl/kst-30234-101,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-08-26,29544,,554,https://zoek.officielebekendmakingen.nl/kst-29544-554,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-08-26,24515,,292,https://zoek.officielebekendmakingen.nl/kst-24515-292,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-08-27,31066,,212,https://zoek.officielebekendmakingen.nl/kst-31066-212,vaste commissie voor Financiën
2014-08-27,30196,,254,https://zoek.officielebekendmakingen.nl/kst-30196-254,algemene commissie voor Wonen en Rijksdienst
2014-08-27,31490,,157,https://zoek.officielebekendmakingen.nl/kst-31490-157,algemene commissie voor Wonen en Rijksdienst
2014-08-28,21501,33,497,https://zoek.officielebekendmakingen.nl/kst-21501-33-497,vaste commissie voor Economische Zaken
2014-08-29,30545,,139,https://zoek.officielebekendmakingen.nl/kst-30545-139,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-08-29,33997,,12,https://zoek.officielebekendmakingen.nl/kst-33997-12,vaste commissie voor Buitenlandse Zaken
2014-08-29,33997,,14,https://zoek.officielebekendmakingen.nl/kst-33997-14,vaste commissie voor Buitenlandse Zaken
2014-09-10,29689,,541,https://zoek.officielebekendmakingen.nl/kst-29689-541,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-09-10,29023,,174,https://zoek.officielebekendmakingen.nl/kst-29023-174,vaste commissie voor Economische Zaken
2014-09-10,29023,,175,https://zoek.officielebekendmakingen.nl/kst-29023-175,vaste commissie voor Economische Zaken
2014-09-10,28625,,217,https://zoek.officielebekendmakingen.nl/kst-28625-217,vaste commissie voor Economische Zaken
2014-09-15,31936,,226,https://zoek.officielebekendmakingen.nl/kst-31936-226,vaste commissie voor Infrastructuur en Milieu
2014-09-16,24587,,600,https://zoek.officielebekendmakingen.nl/kst-24587-600,vaste commissie voor Veiligheid en Justitie
2014-09-16,32820,,117,https://zoek.officielebekendmakingen.nl/kst-32820-117,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-09-22,17050,,486,https://zoek.officielebekendmakingen.nl/kst-17050-486,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-09-22,29924,,115,https://zoek.officielebekendmakingen.nl/kst-29924-115,vaste commissie voor Defensie
2014-09-22,33578,,12,https://zoek.officielebekendmakingen.nl/kst-33578-12,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-09-23,21501,32,804,https://zoek.officielebekendmakingen.nl/kst-21501-32-804,vaste commissie voor Economische Zaken
2014-09-23,28286,,764,https://zoek.officielebekendmakingen.nl/kst-28286-764,vaste commissie voor Economische Zaken
2014-09-23,29325,,68,https://zoek.officielebekendmakingen.nl/kst-29325-68,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-09-23,31497,,138,https://zoek.officielebekendmakingen.nl/kst-31497-138,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-09-23,31839,,411,https://zoek.officielebekendmakingen.nl/kst-31839-411,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-09-23,32793,,155,https://zoek.officielebekendmakingen.nl/kst-32793-155,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-09-23,27625,,328,https://zoek.officielebekendmakingen.nl/kst-27625-328,vaste commissie voor Infrastructuur en Milieu
2014-10-02,26448,,526,https://zoek.officielebekendmakingen.nl/kst-26448-526,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-10-03,29538,,170,https://zoek.officielebekendmakingen.nl/kst-29538-170,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-10-08,24077,,336,https://zoek.officielebekendmakingen.nl/kst-24077-336,vaste commissie voor Veiligheid en Justitie
2014-10-16,34000,X,9,https://zoek.officielebekendmakingen.nl/kst-34000-X-9,vaste commissie voor Defensie
2014-10-16,33945,,2,https://zoek.officielebekendmakingen.nl/kst-33945-2,vaste commissie voor Binnenlandse Zaken
2014-10-16,26956,,198,https://zoek.officielebekendmakingen.nl/kst-26956-198,vaste commissie voor Infrastructuur en Milieu
2014-10-16,21501,02,1418,https://zoek.officielebekendmakingen.nl/kst-21501-02-1418,vaste commissie voor Buitenlandse Zaken
2014-10-16,30696,,39,https://zoek.officielebekendmakingen.nl/kst-30696-39,vaste commissie voor Binnenlandse Zaken
2014-10-16,19637,,1901,https://zoek.officielebekendmakingen.nl/kst-19637-1901,vaste commissie voor Veiligheid en Justitie
2014-10-24,33625,,128,https://zoek.officielebekendmakingen.nl/kst-33625-128,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-10-24,28676,,211,https://zoek.officielebekendmakingen.nl/kst-28676-211,vaste commissie voor Buitenlandse Zaken
2014-10-24,30597,,469,https://zoek.officielebekendmakingen.nl/kst-30597-469,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-10-24,29689,,555,https://zoek.officielebekendmakingen.nl/kst-29689-555,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-10-28,21501,07,1178,https://zoek.officielebekendmakingen.nl/kst-21501-07-1178,vaste commissie voor Financiën
2014-10-28,22026,,467,https://zoek.officielebekendmakingen.nl/kst-22026-467,vaste commissie voor Infrastructuur en Milieu
2014-10-28,33829,,5,https://zoek.officielebekendmakingen.nl/kst-33829-5,vaste commissie voor Binnenlandse Zaken
2014-10-28,21501,02,1419,https://zoek.officielebekendmakingen.nl/kst-21501-02-1419,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-10-29,34000,B,11,https://zoek.officielebekendmakingen.nl/kst-34000-B-11,vaste commissie voor Binnenlandse Zaken
2014-10-29,26150,,140,https://zoek.officielebekendmakingen.nl/kst-26150-140,vaste commissie voor Buitenlandse Zaken
2014-10-29,28325,,156,https://zoek.officielebekendmakingen.nl/kst-28325-156,algemene commissie voor Wonen en Rijksdienst
2014-10-29,33974,,5,https://zoek.officielebekendmakingen.nl/kst-33974-5,vaste commissie voor Veiligheid en Justitie
2014-10-30,28663,,61,https://zoek.officielebekendmakingen.nl/kst-28663-61,vaste commissie voor Infrastructuur en Milieu
2014-10-30,28638,,126,https://zoek.officielebekendmakingen.nl/kst-28638-126,vaste commissie voor Veiligheid en Justitie
2014-11-04,29517,,88,https://zoek.officielebekendmakingen.nl/kst-29517-88,vaste commissie voor Veiligheid en Justitie
2014-11-04,29452,,181,https://zoek.officielebekendmakingen.nl/kst-29452-181,vaste commissie voor Veiligheid en Justitie
2014-11-04,27863,,58,https://zoek.officielebekendmakingen.nl/kst-27863-58,vaste commissie voor Financiën
2014-11-04,21501,28,118,https://zoek.officielebekendmakingen.nl/kst-21501-28-118,vaste commissie voor Defensie
2014-11-04,32637,,153,https://zoek.officielebekendmakingen.nl/kst-32637-153,vaste commissie voor Economische Zaken
2014-11-06,31839,,419,https://zoek.officielebekendmakingen.nl/kst-31839-419,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-11-06,30175,,205,https://zoek.officielebekendmakingen.nl/kst-30175-205,vaste commissie voor Infrastructuur en Milieu
2014-11-11,21501,33,512,https://zoek.officielebekendmakingen.nl/kst-21501-33-512,vaste commissie voor Infrastructuur en Milieu
2014-11-11,31757,,56,https://zoek.officielebekendmakingen.nl/kst-31757-56,vaste commissie voor Infrastructuur en Milieu
2014-11-11,32637,,154,https://zoek.officielebekendmakingen.nl/kst-32637-154,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-11-11,29023,,177,https://zoek.officielebekendmakingen.nl/kst-29023-177,vaste commissie voor Economische Zaken
2014-11-11,31293,,222,https://zoek.officielebekendmakingen.nl/kst-31293-222,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-11-11,21501,02,1420,https://zoek.officielebekendmakingen.nl/kst-21501-02-1420,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-11-11,29689,,557,https://zoek.officielebekendmakingen.nl/kst-29689-557,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-11-11,26234,,165,https://zoek.officielebekendmakingen.nl/kst-26234-165,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-11-14,21501,07,1198,https://zoek.officielebekendmakingen.nl/kst-21501-07-1198,vaste commissie voor Financiën
2014-11-14,27925,,523,https://zoek.officielebekendmakingen.nl/kst-27925-523,vaste commissie voor Buitenlandse Zaken
2014-11-18,32605,,152,https://zoek.officielebekendmakingen.nl/kst-32605-152,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-11-18,33625,,135,https://zoek.officielebekendmakingen.nl/kst-33625-135,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-11-18,31322,,260,https://zoek.officielebekendmakingen.nl/kst-31322-260,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-11-18,29477,,306,https://zoek.officielebekendmakingen.nl/kst-29477-306,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-11-19,29538,,169,https://zoek.officielebekendmakingen.nl/kst-29538-169,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-11-20,26991,,434,https://zoek.officielebekendmakingen.nl/kst-26991-434,vaste commissie voor Economische Zaken
2014-11-20,27925,,524,https://zoek.officielebekendmakingen.nl/kst-27925-524,vaste commissie voor Buitenlandse Zaken
2014-11-20,33576,,20,https://zoek.officielebekendmakingen.nl/kst-33576-20,vaste commissie voor Economische Zaken
2014-11-20,32317,,256,https://zoek.officielebekendmakingen.nl/kst-32317-256,vaste commissie voor Veiligheid en Justitie
2014-11-20,21501,32,815,https://zoek.officielebekendmakingen.nl/kst-21501-32-815,vaste commissie voor Economische Zaken
2014-11-20,29984,,569,https://zoek.officielebekendmakingen.nl/kst-29984-569,vaste commissie voor Infrastructuur en Milieu
2014-11-20,34000,VII,30,https://zoek.officielebekendmakingen.nl/kst-34000-VII-30,vaste commissie voor Binnenlandse Zaken
2014-11-27,33652,,30,https://zoek.officielebekendmakingen.nl/kst-33652-30,vaste commissie voor Infrastructuur en Milieu
2014-11-28,29398,,428,https://zoek.officielebekendmakingen.nl/kst-29398-428,vaste commissie voor Infrastructuur en Milieu
2014-11-28,33997,,24,https://zoek.officielebekendmakingen.nl/kst-33997-24,vaste commissie voor Buitenlandse Zaken
2014-11-28,31524,,228,https://zoek.officielebekendmakingen.nl/kst-31524-228,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-11-28,32605,,155,https://zoek.officielebekendmakingen.nl/kst-32605-155,algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking
2014-11-28,31289,,202,https://zoek.officielebekendmakingen.nl/kst-31289-202,vaste commissie voor Onderwijs, Cultuur en Wetenschap
2014-11-28,29521,,270,https://zoek.officielebekendmakingen.nl/kst-29521-270,vaste commissie voor Buitenlandse Zaken
2014-12-02,32317,,257,https://zoek.officielebekendmakingen.nl/kst-32317-257,vaste commissie voor Veiligheid en Justitie
2014-12-02,32824,,83,https://zoek.officielebekendmakingen.nl/kst-32824-83,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-12-02,28345,,131,https://zoek.officielebekendmakingen.nl/kst-28345-131,vaste commissie voor Economische Zaken
2014-12-02,21501,02,1442,https://zoek.officielebekendmakingen.nl/kst-21501-02-1442,vaste commissie voor Buitenlandse Zaken
2014-12-03,31568,,146,https://zoek.officielebekendmakingen.nl/kst-31568-146,vaste commissie voor Koninkrijksrelaties
2014-12-03,31066,,222,https://zoek.officielebekendmakingen.nl/kst-31066-222,vaste commissie voor Financiën
2014-12-04,29544,,575,https://zoek.officielebekendmakingen.nl/kst-29544-575,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-12-04,28684,,426,https://zoek.officielebekendmakingen.nl/kst-28684-426,vaste commissie voor Binnenlandse Zaken
2014-12-04,27565,,131,https://zoek.officielebekendmakingen.nl/kst-27565-131,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-12-04,30872,,168,https://zoek.officielebekendmakingen.nl/kst-30872-168,vaste commissie voor Infrastructuur en Milieu
2014-12-08,25087,,81,https://zoek.officielebekendmakingen.nl/kst-25087-81,vaste commissie voor Financiën
2014-12-09,29984,,571,https://zoek.officielebekendmakingen.nl/kst-29984-571,vaste commissie voor Infrastructuur en Milieu
2014-12-09,23645,,591,https://zoek.officielebekendmakingen.nl/kst-23645-591,vaste commissie voor Infrastructuur en Milieu
2014-12-12,21501,08,538,https://zoek.officielebekendmakingen.nl/kst-21501-08-538,vaste commissie voor Infrastructuur en Milieu
2014-12-12,27926,,238,https://zoek.officielebekendmakingen.nl/kst-27926-238,algemene commissie voor Wonen en Rijksdienst
2014-12-12,31015,,111,https://zoek.officielebekendmakingen.nl/kst-31015-111,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-12-17,17050,,501,https://zoek.officielebekendmakingen.nl/kst-17050-501,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-12-18,33149,,31,https://zoek.officielebekendmakingen.nl/kst-33149-31,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-12-18,32620,,144,https://zoek.officielebekendmakingen.nl/kst-32620-144,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-12-18,19637,,1936,https://zoek.officielebekendmakingen.nl/kst-19637-1936,vaste commissie voor Veiligheid en Justitie
2014-12-19,34000,IV,29,https://zoek.officielebekendmakingen.nl/kst-34000-IV-29,vaste commissie voor Koninkrijksrelaties
2014-12-19,21501,07,1216,https://zoek.officielebekendmakingen.nl/kst-21501-07-1216,vaste commissie voor Financiën
2014-12-19,30111,,77,https://zoek.officielebekendmakingen.nl/kst-30111-77,vaste commissie voor Volksgezondheid, Welzijn en Sport
2014-12-19,26643,,340,https://zoek.officielebekendmakingen.nl/kst-26643-340,vaste commissie voor Binnenlandse Zaken
2014-12-19,29911,,97,https://zoek.officielebekendmakingen.nl/kst-29911-97,vaste commissie voor Veiligheid en Justitie
2014-12-22,29521,,274,https://zoek.officielebekendmakingen.nl/kst-29521-274,vaste commissie voor Defensie
2014-12-22,31125,,51,https://zoek.officielebekendmakingen.nl/kst-31125-51,vaste commissie voor Defensie
2014-12-23,32043,,238,https://zoek.officielebekendmakingen.nl/kst-32043-238,vaste commissie voor Sociale Zaken en Werkgelegenheid
2014-12-23,32734,,27,https://zoek.officielebekendmakingen.nl/kst-32734-27,vaste commissie voor Buitenlandse Zaken
2014-12-30,34002,,82,https://zoek.officielebekendmakingen.nl/kst-34002-82,commissie voor de Rijksuitgaven
